id,input_lang,prompt,target,rag_prompt_2,rag_prompt_10,rag_prompt_5
121_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Mai đi vào phòng ngủ. Dương chộp lấy quả táo ở đó. Dương đi ra vườn. Minh đi đến văn phòng. Dương bỏ quả táo. Minh đi đến hành lang. Lan đi đến văn phòng. Dương đi ra hành lang. Dương đi vào bếp. Minh đi vào bếp. Mai chuyển đến văn phòng. Mai quay lại vườn. Mai chuyển đến văn phòng. Minh quay lại phòng tắm. Minh đi đến văn phòng. Dương quay lại vườn. Minh đi vào bếp. Mai đi vào phòng ngủ. Dương đi vào phòng tắm. Dương nhặt bóng đá ở đó. Lan đi ra hành lang. Dương nhặt sữa ở đó. Dương đánh rơi sữa. Dương lấy sữa ở đó. Dương chuyển vào phòng ngủ. Lan đi ra vườn. Lan đi vào bếp. Lan đi đến văn phòng.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",phòng ngủ,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Dương nhặt sữa ở đó. Dương lấy sữa ở đó.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Dương nhặt sữa ở đó. Dương lấy sữa ở đó. Dương đánh rơi sữa. Lan đi vào bếp. Dương đi vào bếp. Minh đi vào bếp. Minh đi vào bếp. Dương chộp lấy quả táo ở đó. Dương bỏ quả táo. Dương nhặt bóng đá ở đó.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Dương nhặt sữa ở đó. Dương lấy sữa ở đó. Dương đánh rơi sữa. Lan đi vào bếp. Dương đi vào bếp.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
175_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Lan đi ra vườn. Mai đưa bóng đá đến đó. Lan nhặt quả táo ở đó. Dương đi đến văn phòng. Mai đặt quả bóng xuống. Lan đi vào bếp. Dương lấy sữa ở đó. Mai chuyển ra vườn. Lan đi ra vườn. Dương vứt sữa đi. Dương đi vào phòng tắm. Lan quay lại bếp.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",văn phòng,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Dương vứt sữa đi. Dương lấy sữa ở đó.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Dương vứt sữa đi. Dương lấy sữa ở đó. Lan đi vào bếp. Lan quay lại bếp. Lan nhặt quả táo ở đó. Mai chuyển ra vườn. Lan đi ra vườn. Lan đi ra vườn. Mai đặt quả bóng xuống. Mai đưa bóng đá đến đó.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Dương vứt sữa đi. Dương lấy sữa ở đó. Lan đi vào bếp. Lan quay lại bếp. Lan nhặt quả táo ở đó.
</context>

QUESTION: Sữa ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
193_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Minh đã chơi bóng đá ở đó. Minh chuyển vào phòng ngủ. Minh bỏ bóng đá. Lan đi vào phòng ngủ. Minh đã chơi bóng đá ở đó. Minh bỏ bóng đá. Lan đã chơi bóng đá ở đó. Lan rời bỏ bóng đá.
</context>

QUESTION: Bóng đá ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",phòng ngủ,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Minh đã chơi bóng đá ở đó. Minh đã chơi bóng đá ở đó.
</context>

QUESTION: Bóng đá ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Minh đã chơi bóng đá ở đó. Minh đã chơi bóng đá ở đó. Lan đã chơi bóng đá ở đó. Minh bỏ bóng đá. Minh bỏ bóng đá. Lan rời bỏ bóng đá. Lan đi vào phòng ngủ. Minh chuyển vào phòng ngủ.
</context>

QUESTION: Bóng đá ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
Minh đã chơi bóng đá ở đó. Minh đã chơi bóng đá ở đó. Lan đã chơi bóng đá ở đó. Minh bỏ bóng đá. Minh bỏ bóng đá.
</context>

QUESTION: Bóng đá ở đâu?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
298_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan di chuyển vào bếp. Lan đi vào phòng ngủ. Dương nhặt quả táo lên. Mai quay lại phòng tắm. Mai chộp lấy quả bóng. Minh đi vào phòng tắm. Mai rời bỏ bóng đá. Lan quay lại vườn. Mai đi đến văn phòng. Minh đi vào phòng ngủ. Dương đi ra hành lang. Dương đặt quả táo xuống. Mai đi vào phòng ngủ. Lan nhặt sữa ở đó. Lan đi vào phòng ngủ. Minh đi đến văn phòng. Minh chuyển đến khu vườn. Lan để sữa ở đó. Mai nhặt sữa lên. Minh quay lại hành lang. Dương đi vào phòng tắm. Lan quay lại vườn. Minh chuyển đến văn phòng. Lan đi vào bếp. Minh quay lại bếp. Dương lấy bóng đá. Minh đi đến văn phòng. Lan đi ra hành lang. Dương đi ra hành lang. Dương đã nhận được quả táo. Mai đi ra hành lang. Mai quay lại bếp. Minh đi vào phòng ngủ. Mai bỏ sữa đi. Minh đi ra vườn. Lan đi đến văn phòng. Dương vứt quả táo ở đó. Mai đi vào phòng tắm. Minh đi vệ sinh. Dương đi vào phòng ngủ. Mai đi vào phòng ngủ. Mai đi ra hành lang. Mai đi đến văn phòng. Minh đi ra hành lang. Mai đi vào phòng tắm. Dương đánh rơi quả bóng ở đó. Dương chộp lấy quả bóng. Dương đi vào phòng tắm. Lan đi ra hành lang. Lan nhặt quả táo ở đó. Dương đi đến văn phòng. Minh đi ra vườn. Lan đi vào phòng tắm. Mai đi đến văn phòng. Lan đánh rơi quả táo. Dương quay lại hành lang. Mai đi vào phòng ngủ. Dương quay lại văn phòng. Mai đi vào phòng tắm. Mai chộp lấy quả táo. Minh quay lại hành lang. Dương đi vào phòng ngủ. Mai làm rơi quả táo. Minh đi vào phòng tắm. Dương đi vào phòng tắm. Mai lấy quả táo. Dương vứt bỏ bóng đá.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",phòng ngủ,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan đi vào phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan đi vào phòng tắm. Minh đi vào phòng tắm. Minh đi vào phòng tắm. Minh đi vệ sinh. Mai đi vào phòng tắm. Mai đi vào phòng tắm. Mai đi vào phòng tắm. Dương đi vào phòng tắm. Dương đi vào phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan đi vào phòng tắm. Minh đi vào phòng tắm. Minh đi vào phòng tắm. Minh đi vệ sinh.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
204_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Minh nhặt quả bóng đá lên. Minh thả quả bóng ở đó. Lan đi đến văn phòng. Dương chuyển vào bếp. Dương đi ra vườn. Minh đi đến văn phòng. Lan đi ra vườn. Lan đi đến văn phòng. Dương đi vào bếp. Lan lấy sữa. Mai quay lại văn phòng. Mai đã nhận được quả táo. Dương đi đến văn phòng. Minh đi vào phòng ngủ. Minh lấy bóng đá. Dương quay lại hành lang. Lan quay lại phòng ngủ. Lan làm rơi sữa. Lan lấy sữa. Mai vứt quả táo đi. Lan vứt sữa đi. Minh đặt quả bóng xuống. Lan đi vào bếp. Minh chuyển vào bếp. Mai nhặt quả táo lên. Dương đi vào phòng tắm. Dương đi ra vườn. Mai bỏ quả táo. Mai đi vào phòng ngủ. Mai quay lại phòng tắm. Lan đi ra hành lang. Lan đi vào phòng tắm. Dương đi ra hành lang. Lan đi vào phòng ngủ. Lan chộp lấy quả bóng ở đó. Minh đi đến văn phòng. Lan đặt quả bóng xuống đó. Minh lấy quả táo. Minh đi vào bếp. Minh đánh rơi quả táo ở đó. Mai quay lại văn phòng. Minh quay lại hành lang. Dương chuyển ra vườn. Lan lấy sữa. Lan đi vào phòng tắm. Lan đi đến văn phòng. Lan bỏ sữa. Lan quay lại phòng tắm. Dương đi vào phòng tắm. Mai đi vào phòng tắm. Minh đi ra vườn. Dương đi vào bếp. Dương quay lại hành lang. Minh đi vào bếp. Minh đi đến văn phòng. Minh quay lại phòng tắm. Minh chuyển đến văn phòng. Lan chuyển vào phòng ngủ. Lan chộp lấy quả bóng. Mai chuyển vào bếp. Minh đi ra vườn. Minh đi vào phòng tắm. Lan đi ra vườn. Lan đi vào phòng ngủ. Lan đi ra hành lang. Mai đi đến văn phòng. Minh đi vào phòng ngủ. Lan quay lại phòng tắm. Lan rời bỏ bóng đá. Dương chuyển đến văn phòng. Mai nhặt sữa lên. Lan lấy bóng đá. Dương quay lại phòng ngủ. Mai quay lại vườn. Lan vứt bỏ quả bóng đá. Mai làm rơi sữa. Mai quay lại phòng tắm. Mai nhặt bóng đá ở đó. Mai vứt quả bóng ở đó. Mai quay lại hành lang. Mai đi vào bếp. Lan lấy bóng đá. Lan di chuyển vào bếp. Lan quay lại phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",phòng bếp,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan đi vào phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan đi vào phòng tắm. Minh đi vào phòng tắm. Mai đi vào phòng tắm. Dương đi vào phòng tắm. Dương đi vào phòng tắm. Mai quay lại phòng tắm. Mai quay lại phòng tắm. Minh quay lại phòng tắm. Lan quay lại phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào phòng tắm. Lan đi vào phòng tắm. Minh đi vào phòng tắm. Mai đi vào phòng tắm. Dương đi vào phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước phòng tắm?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
233_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Minh nhặt quả táo ở đó. Lan lấy sữa. Mai đi ra hành lang. Minh đặt quả táo xuống. Dương đi vào phòng tắm. Lan đặt sữa xuống. Minh đi vào phòng ngủ. Lan lấy sữa ở đó. Minh đi ra hành lang. Lan đặt sữa xuống. Minh chuyển vào bếp. Dương đi đến văn phòng. Minh lấy sữa. Minh đi đến văn phòng. Mai chuyển đến văn phòng. Minh lấy được quả táo. Lan quay lại hành lang. Lan đi đến văn phòng. Minh đi vào phòng ngủ. Lan đi ra hành lang. Dương đi ra hành lang. Lan quay lại vườn. Dương quay lại vườn. Lan đi vào phòng ngủ. Minh vứt quả táo đi. Lan di chuyển vào bếp. Minh chộp lấy quả táo. Dương quay lại phòng tắm. Dương quay lại hành lang. Mai quay lại phòng ngủ. Minh đánh rơi quả táo. Mai đi ra hành lang. Lan đi đến văn phòng. Lan đi ra hành lang. Minh đi đến hành lang. Minh làm rơi sữa. Mai lấy sữa ở đó. Mai bỏ sữa đi. Mai vồ lấy sữa. Minh đi vào phòng tắm. Dương đi vào bếp. Mai đánh rơi sữa ở đó. Minh đi ra vườn. Dương đi đến văn phòng. Lan lấy sữa. Lan quay lại phòng ngủ. Lan đi ra vườn. Lan đặt sữa xuống.
</context>

QUESTION: Sữa ở đâu trước vườn?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",phòng ngủ,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi ra vườn. Lan lấy sữa ở đó.
</context>

QUESTION: Sữa ở đâu trước vườn?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi ra vườn. Lan lấy sữa ở đó. Lan lấy sữa. Lan lấy sữa. Minh đi ra vườn. Lan quay lại vườn. Mai đánh rơi sữa ở đó. Mai vồ lấy sữa. Mai bỏ sữa đi. Mai lấy sữa ở đó.
</context>

QUESTION: Sữa ở đâu trước vườn?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi ra vườn. Lan lấy sữa ở đó. Lan lấy sữa. Lan lấy sữa. Minh đi ra vườn.
</context>

QUESTION: Sữa ở đâu trước vườn?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
261_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Dương đi vào bếp. Mai vồ lấy sữa. Dương quay lại hành lang. Minh chuyển vào bếp. Dương đi đến văn phòng. Minh chộp lấy quả táo. Minh đi ra vườn. Minh đánh rơi quả táo. Minh di chuyển ra hành lang. Mai làm rơi sữa. Dương quay lại phòng tắm. Mai lấy sữa ở đó. Mai quay lại vườn. Mai đi ra hành lang.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",vườn,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Mai lấy sữa ở đó. Mai vồ lấy sữa.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Mai lấy sữa ở đó. Mai vồ lấy sữa. Mai làm rơi sữa. Mai đi ra hành lang. Dương đi vào bếp. Minh di chuyển ra hành lang. Dương quay lại hành lang. Minh chuyển vào bếp. Mai quay lại vườn. Minh đi ra vườn.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Mai lấy sữa ở đó. Mai vồ lấy sữa. Mai làm rơi sữa. Mai đi ra hành lang. Dương đi vào bếp.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
293_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Dương đi ra hành lang. Dương có bóng đá ở đó. Minh quay lại vườn. Mai quay lại văn phòng. Minh đi vệ sinh. Dương quay lại phòng tắm. Minh đi đến văn phòng. Mai đi vào phòng tắm. Dương đi đến văn phòng. Lan quay lại phòng ngủ. Mai đi vào bếp. Mai đi ra hành lang. Lan đi ra vườn. Lan đi vào phòng ngủ. Lan đi vào phòng tắm. Lan chuyển đến văn phòng. Mai đi vào phòng tắm. Mai đi ra hành lang. Dương rời bỏ bóng đá. Dương lấy bóng đá. Dương đặt quả bóng xuống. Dương đi ra hành lang. Minh quay lại phòng ngủ. Mai đi vào phòng ngủ. Mai nhặt quả táo lên. Mai đi thăm vườn. Mai quay lại hành lang. Mai chuyển vào phòng ngủ. Lan đã chơi bóng đá ở đó. Mai làm rơi quả táo. Mai lấy quả táo. Minh quay lại phòng tắm. Lan rời bỏ bóng đá. Mai đặt quả táo xuống đó. Minh quay lại bếp. Lan đi ra hành lang. Minh chuyển đến văn phòng. Minh chộp lấy quả bóng. Mai đi vào phòng tắm. Minh rời bỏ bóng đá. Dương đi vào bếp. Minh đi vệ sinh. Lan chuyển vào phòng ngủ. Lan nhặt quả táo lên. Lan vứt quả táo đi. Dương đi vào phòng tắm. Lan nhặt quả táo lên. Lan vứt quả táo đi. Lan chộp lấy quả táo ở đó. Lan đi ra vườn. Lan đánh rơi quả táo ở đó. Dương đi vào phòng ngủ. Minh quay lại vườn. Lan đi đến văn phòng. Minh lấy được quả táo. Dương đi ra hành lang. Lan chuyển vào phòng ngủ. Minh đặt quả táo xuống. Minh quay lại phòng tắm. Lan đi vào phòng tắm. Lan đi ra vườn. Lan nhặt quả táo lên. Mai đi vào phòng ngủ. Lan đi đến văn phòng. Lan vứt quả táo đi. Lan di chuyển vào bếp. Dương đi vào phòng tắm. Lan quay lại phòng ngủ. Mai chuyển ra vườn. Minh chuyển vào bếp. Minh đi ra vườn. Dương đi ra hành lang. Lan di chuyển vào bếp. Minh đi vào phòng ngủ. Lan vồ lấy sữa. Mai đi ra hành lang. Lan đi ra vườn. Mai quay lại phòng tắm. Lan đi đến văn phòng. Minh chuyển đến khu vườn. Lan quay lại phòng tắm. Lan đi vào phòng ngủ. Lan để sữa ở đó. Minh đi đến văn phòng.
</context>

QUESTION: Sữa ở đâu trước văn phòng?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",vườn,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan để sữa ở đó. Lan vồ lấy sữa.
</context>

QUESTION: Sữa ở đâu trước văn phòng?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan để sữa ở đó. Lan vồ lấy sữa. Minh đi đến văn phòng. Minh đi đến văn phòng. Lan đi đến văn phòng. Lan đi đến văn phòng. Lan đi đến văn phòng. Lan chuyển đến văn phòng. Minh chuyển đến văn phòng. Dương đi đến văn phòng.
</context>

QUESTION: Sữa ở đâu trước văn phòng?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan để sữa ở đó. Lan vồ lấy sữa. Minh đi đến văn phòng. Minh đi đến văn phòng. Lan đi đến văn phòng.
</context>

QUESTION: Sữa ở đâu trước văn phòng?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
284_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan nhặt sữa lên. Minh lấy quả táo. Mai có bóng đá. Lan đi ra vườn. Mai đi đến văn phòng. Minh vứt quả táo đi. Mai chuyển vào bếp. Minh lấy quả táo ở đó. Minh bỏ quả táo. Lan đi ra hành lang. Minh nhặt quả táo lên. Lan đánh rơi sữa ở đó. Lan đi vào bếp. Dương đi vào bếp. Minh đi ra hành lang. Mai di chuyển ra hành lang.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",vườn,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đánh rơi sữa ở đó. Lan đi ra hành lang.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đánh rơi sữa ở đó. Lan đi ra hành lang. Lan nhặt sữa lên. Mai di chuyển ra hành lang. Lan đi vào bếp. Minh đi ra hành lang. Mai chuyển vào bếp. Dương đi vào bếp. Minh lấy quả táo ở đó. Lan đi ra vườn.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đánh rơi sữa ở đó. Lan đi ra hành lang. Lan nhặt sữa lên. Mai di chuyển ra hành lang. Lan đi vào bếp.
</context>

QUESTION: Sữa ở đâu trước hành lang?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
251_vi,vi,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Minh lấy sữa. Mai có bóng đá. Mai lấy quả táo. Mai đặt quả bóng xuống. Mai bỏ quả táo. Lan chuyển vào phòng ngủ. Minh đi vào phòng tắm. Mai có bóng đá. Mai đi vào phòng tắm. Minh đi đến cơ quan. Mai quay lại văn phòng. Mai đã nhận được quả táo. Mai đi vào phòng tắm. Lan đi ra vườn. Mai đặt quả táo xuống. Minh đi vào bếp. Minh đặt sữa xuống. Dương lấy sữa. Mai nhặt quả táo lên. Minh đi ra hành lang. Dương đi ra vườn. Minh đi ra vườn. Minh quay lại bếp. Dương quay lại phòng tắm. Dương bỏ sữa. Dương nhặt sữa lên. Lan đi vào bếp. Minh quay lại văn phòng. Dương đánh rơi sữa. Lan đi đến văn phòng. Minh đi vào phòng ngủ. Minh đi ra vườn. Mai lấy sữa. Lan đi vào phòng ngủ. Dương đi ra hành lang. Lan đi vào phòng tắm. Lan đi đến văn phòng. Minh đi vào phòng tắm. Mai vứt quả táo đi. Mai nhặt quả táo lên. Mai bỏ sữa. Lan quay lại phòng ngủ. Mai lấy sữa. Mai đặt quả bóng xuống đó. Minh có bóng đá. Mai đặt sữa xuống. Minh bỏ bóng đá ở đó. Mai làm rơi quả táo. Mai vồ lấy sữa. Lan đi vào phòng tắm. Mai có bóng đá. Mai chuyển vào phòng ngủ. Dương đi vào bếp. Lan lấy quả táo. Lan đánh rơi quả táo. Minh nhặt quả táo lên. Lan đi vào bếp. Minh chuyển đến văn phòng. Minh đánh rơi quả táo. Minh lấy quả táo. Minh đánh rơi quả táo. Mai đặt sữa xuống đó. Mai chuyển vào bếp. Minh nhặt quả táo ở đó. Minh đặt quả táo xuống. Lan đi vào phòng ngủ. Dương quay lại văn phòng. Mai đặt quả bóng xuống. Mai quay lại phòng ngủ. Minh lấy được quả táo. Dương đi ra hành lang. Minh quay lại phòng tắm.
</context>

QUESTION: Bóng đá ở đâu trước bếp?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",phòng ngủ,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào bếp. Lan đi vào bếp.
</context>

QUESTION: Bóng đá ở đâu trước bếp?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào bếp. Lan đi vào bếp. Minh đi vào bếp. Mai chuyển vào bếp. Dương đi vào bếp. Minh quay lại bếp. Minh bỏ bóng đá ở đó. Minh có bóng đá. Mai đặt quả bóng xuống đó. Mai có bóng đá.
</context>

QUESTION: Bóng đá ở đâu trước bếp?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
Lan đi vào bếp. Lan đi vào bếp. Minh đi vào bếp. Mai chuyển vào bếp. Dương đi vào bếp.
</context>

QUESTION: Bóng đá ở đâu trước bếp?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
