,passage,question,question_type,input_lang,target
4012,ذهبت ليلى إلى غرفة النوم. سافرت مريم إلى الحديقة. انتقلت ليلى إلى الردهة. سافرت مريم إلى المكتب. سافرت مريم إلى المطبخ. سافرت مريم إلى الحديقة. انتقل يوسف إلى الردهة. ذهبت مريم إلى غرفة النوم. انتقل يوسف إلى الحمام. ذهبت مريم إلى الحمام.,أين مريم؟?,qa1,ar,حمام
4013,انتقلت ليلى إلى المطبخ. عادت ليلى إلى الحمام.,أين ليلى؟?,qa1,ar,حمام
4014,انتقلت ليلى إلى المطبخ. عادت ليلى إلى الحمام. ذهبت مريم إلى غرفة النوم. ذهب يوسف إلى الحمام. انتقلت ليلى إلى غرفة النوم. سافرت ليلى إلى الردهة. سافرت ليلى إلى الحديقة. سافرت ليلى إلى الحمام. ذهب عمر إلى المطبخ. سافر يوسف إلى المكتب.,أين ليلى؟?,qa1,ar,حمام
4015,سافرت مريم إلى المكتب. انتقلت مريم إلى الردهة.,أين مريم؟?,qa1,ar,المدخل
4016,ذهب عمر إلى غرفة النوم. ذهبت ليلى إلى المطبخ. انتقل عمر إلى المطبخ. عاد يوسف إلى غرفة النوم. ذهب عمر إلى غرفة النوم. ذهب عمر إلى المطبخ. عادت ليلى إلى الحمام. ذهبت ليلى إلى المطبخ.,أين ليلى؟?,qa1,ar,مطبخ
4017,ذهب عمر إلى المطبخ. ذهب عمر إلى المكتب.,أين عمر؟?,qa1,ar,مكتب
4018,سافرت ليلى إلى الردهة. عادت مريم إلى الردهة. انتقلت مريم إلى المكتب. ذهبت ليلى إلى المطبخ.,أين ليلى؟?,qa1,ar,مطبخ
4019,ذهب يوسف إلى المكتب . سافرت مريم إلى الحديقة. ذهب عمر إلى المطبخ. عادت مريم إلى غرفة النوم. سافرت مريم إلى المكتب. سافر يوسف إلى الحمام. ذهبت مريم إلى الحمام. سافر يوسف إلى المطبخ. عاد يوسف إلى الحمام. عاد يوسف إلى غرفة النوم.,أين يوسف؟?,qa1,ar,غرفة نوم
4020,انتقلت مريم إلى الردهة. سافر عمر إلى المكتب. عاد يوسف إلى الردهة. انتقل يوسف إلى المكتب. ذهبت ليلى إلى المطبخ. انتقلت مريم إلى غرفة النوم. عاد يوسف إلى المطبخ. ذهبت ليلى إلى غرفة النوم. سافرت ليلى إلى الردهة. ذهب عمر إلى غرفة النوم.,أين ليلى؟?,qa1,ar,المدخل
4021,سافرت مريم إلى غرفة النوم. عاد يوسف إلى الردهة.,أين مريم؟?,qa1,ar,غرفة نوم
4022,سافرت مريم إلى الحمام. عاد عمر إلى الردهة. عادت ليلى إلى المكتب. عادت ليلى إلى الردهة. عاد يوسف إلى الحمام. ذهب عمر إلى المطبخ . انتقل يوسف إلى المطبخ. ذهب عمر إلى غرفة النوم. ذهبت ليلى إلى المطبخ. انتقل يوسف إلى غرفة النوم.,أين يوسف؟?,qa1,ar,غرفة نوم
4023,ذهب عمر إلى الحديقة. انتقلت مريم إلى غرفة النوم. ذهب عمر إلى الحمام. ذهبت ليلى إلى الحمام.,أين مريم؟?,qa1,ar,غرفة نوم
4024,ذهب عمر إلى الحديقة. انتقلت مريم إلى غرفة النوم. ذهب عمر إلى الحمام. ذهبت ليلى إلى الحمام. انتقل عمر إلى الردهة. ذهبت ليلى إلى المطبخ.,أين مريم؟?,qa1,ar,غرفة نوم
4025,عادت مريم إلى الردهة. ذهب عمر إلى الردهة. سافر يوسف إلى الحمام. انتقلت مريم إلى المطبخ. ذهبت ليلى إلى المطبخ. سافرت مريم إلى الحديقة. عاد عمر إلى غرفة النوم. عاد يوسف إلى الردهة.,أين مريم؟?,qa1,ar,حديقة
4026,عادت مريم إلى المكتب. ذهب عمر إلى غرفة النوم.,أين عمر؟?,qa1,ar,غرفة نوم
4027,سافرت ليلى إلى المكتب. سافرت ليلى إلى الحمام. انتقل عمر إلى غرفة النوم. ذهب عمر إلى الحديقة. سافرت مريم إلى الردهة. ذهبت ليلى إلى المكتب.,أين ليلى؟?,qa1,ar,مكتب
4028,سافرت ليلى إلى المكتب. سافرت ليلى إلى الحمام. انتقل عمر إلى غرفة النوم. ذهب عمر إلى الحديقة. سافرت مريم إلى الردهة. ذهبت ليلى إلى المكتب. عاد عمر إلى الحمام. سافرت مريم إلى المطبخ.,أين ليلى؟?,qa1,ar,مكتب
4029,ذهبت ليلى إلى الحديقة. ذهب عمر إلى الحديقة.,أين ليلى؟?,qa1,ar,حديقة
4030,ذهبت ليلى إلى الحديقة. ذهب عمر إلى الحديقة. ذهبت ليلى إلى المطبخ. ذهب يوسف إلى الردهة.,أين عمر؟?,qa1,ar,حديقة
4031,ذهبت ليلى إلى الحمام. ذهبت مريم إلى الحمام. عادت ليلى إلى المطبخ. عاد عمر إلى الردهة.,أين مريم؟?,qa1,ar,حمام
4032,سافر يوسف إلى الحديقة. عادت مريم إلى المكتب.,أين مريم؟?,qa1,ar,مكتب
4033,انتقلت ليلى إلى الحديقة. ذهب يوسف إلى الحديقة . ذهبت ليلى إلى الحمام. ذهبت ليلى إلى المطبخ.,أين ليلى؟?,qa1,ar,مطبخ
4034,ذهب عمر إلى غرفة النوم. انتقلت ليلى إلى الحمام. عاد يوسف إلى غرفة النوم. سافرت ليلى إلى المطبخ. عادت ليلى إلى المكتب. انتقلت ليلى إلى الحديقة. ذهب عمر إلى المطبخ . سافر يوسف إلى الحمام.,أين ليلى؟?,qa1,ar,حديقة
4035,ذهب عمر إلى الردهة. ذهبت ليلى إلى المطبخ.,أين ليلى؟?,qa1,ar,مطبخ
4036,انتقلت مريم إلى الحمام. ذهبت مريم إلى الردهة. ذهب عمر إلى غرفة النوم. سافرت مريم إلى الحديقة. سافر يوسف إلى المكتب. سافر عمر إلى المكتب. ذهبت مريم إلى غرفة النوم. عادت ليلى إلى المطبخ.,أين ليلى؟?,qa1,ar,مطبخ
4037,سافرت ليلى إلى غرفة النوم. سافر يوسف إلى الحديقة. ذهبت مريم إلى الردهة. عادت مريم إلى غرفة النوم.,أين يوسف؟?,qa1,ar,حديقة
4038,سافرت ليلى إلى غرفة النوم. سافر يوسف إلى الحديقة. ذهبت مريم إلى الردهة. عادت مريم إلى غرفة النوم. ذهبت ليلى إلى المطبخ. سافرت ليلى إلى الحديقة.,أين ليلى؟?,qa1,ar,حديقة
4039,سافرت مريم إلى المكتب. ذهبت مريم إلى غرفة النوم. ذهبت ليلى إلى الحديقة. انتقلت ليلى إلى المطبخ. ذهبت ليلى إلى الحمام. انتقل عمر إلى المكتب. عاد يوسف إلى المكتب. ذهب يوسف إلى الحديقة .,أين ليلى؟?,qa1,ar,حمام
4040,سافر يوسف إلى غرفة النوم. ذهبت مريم إلى الحمام. ذهبت مريم إلى غرفة النوم. سافرت ليلى إلى الردهة. عاد عمر إلى الردهة. سافرت ليلى إلى المكتب.,أين مريم؟?,qa1,ar,غرفة نوم
4041,ذهبت ليلى إلى المطبخ. ذهب عمر إلى الحمام.,أين ليلى؟?,qa1,ar,مطبخ
4042,ذهبت ليلى إلى المطبخ. ذهب عمر إلى الحمام. ذهبت مريم إلى الحديقة. سافرت مريم إلى المكتب.,أين مريم؟?,qa1,ar,مكتب
4043,سافر عمر إلى الحديقة. ذهبت مريم إلى المطبخ. سافر يوسف إلى غرفة النوم. ذهب عمر إلى الردهة. انتقلت مريم إلى الحمام. سافر يوسف إلى الحديقة. عادت ليلى إلى الردهة. سافرت مريم إلى غرفة النوم.,أين مريم؟?,qa1,ar,غرفة نوم
4044,عاد عمر إلى المطبخ. انتقل عمر إلى المكتب. عاد عمر إلى غرفة النوم. انتقل يوسف إلى الحديقة. سافر عمر إلى المكتب. سافرت مريم إلى الحديقة.,أين عمر؟?,qa1,ar,مكتب
4045,انتقلت ليلى إلى الحديقة. ذهب يوسف إلى غرفة النوم. انتقل يوسف إلى الحمام. ذهب يوسف إلى الحديقة . ذهب يوسف إلى غرفة النوم. ذهبت ليلى إلى المكتب. ذهبت ليلى إلى الحمام. انتقلت ليلى إلى المطبخ. ذهبت ليلى إلى غرفة النوم. ذهبت ليلى إلى المكتب.,أين ليلى؟?,qa1,ar,مكتب
4046,سافرت مريم إلى الردهة. ذهب عمر إلى غرفة النوم. عاد يوسف إلى الحديقة. ذهبت ليلى إلى الحمام. يوسف ذهب للمطبخ سافرت ليلى إلى الحديقة. انتقلت ليلى إلى الردهة. عاد يوسف إلى الحديقة. ذهبت ليلى إلى الحمام. ذهبت مريم إلى المكتب.,أين ليلى؟?,qa1,ar,حمام
4047,سافر يوسف إلى المطبخ. انتقلت ليلى إلى الحمام. انتقل عمر إلى المطبخ. انتقلت ليلى إلى المطبخ. ذهب عمر إلى الردهة. ذهب يوسف إلى المكتب . عادت ليلى إلى الحديقة. ذهبت ليلى إلى غرفة النوم. ذهب يوسف إلى غرفة النوم. ذهب يوسف إلى الحمام.,أين ليلى؟?,qa1,ar,غرفة نوم
4048,ذهب يوسف إلى المكتب . ذهبت ليلى إلى المطبخ. عاد يوسف إلى المطبخ. انتقلت مريم إلى الحديقة. ذهبت مريم إلى المطبخ. انتقلت ليلى إلى غرفة النوم. انتقلت ليلى إلى الردهة. عاد يوسف إلى الردهة. سافرت ليلى إلى غرفة النوم. انتقل عمر إلى المكتب.,أين عمر؟?,qa1,ar,مكتب
4049,عادت ليلى إلى غرفة النوم. انتقل يوسف إلى الحديقة.,أين ليلى؟?,qa1,ar,غرفة نوم
4050,عادت ليلى إلى غرفة النوم. انتقل يوسف إلى الحديقة. ذهب عمر إلى الردهة. سافرت ليلى إلى الردهة.,أين عمر؟?,qa1,ar,المدخل
4051,سافر عمر إلى الحديقة. ذهبت ليلى إلى غرفة النوم. ذهب عمر إلى المكتب. ذهب عمر إلى الحمام.,أين ليلى؟?,qa1,ar,غرفة نوم
4052,ذهبت مريم إلى المطبخ. عادت ليلى إلى الحديقة. انتقل عمر إلى المطبخ. ذهب عمر إلى غرفة النوم. انتقلت مريم إلى الحديقة. سافرت مريم إلى الحمام. ذهب عمر إلى المكتب . ذهبت ليلى إلى غرفة النوم. انتقلت مريم إلى المطبخ. عاد يوسف إلى المكتب.,أين يوسف؟?,qa1,ar,مكتب
4053,عادت ليلى إلى غرفة النوم. انتقلت مريم إلى المطبخ. انتقلت مريم إلى المكتب. سافر عمر إلى المكتب. ذهب عمر إلى الردهة. عاد يوسف إلى الردهة. انتقلت مريم إلى الحمام. سافرت ليلى إلى الردهة. ذهب يوسف إلى الحديقة . ذهب عمر إلى المطبخ.,أين يوسف؟?,qa1,ar,حديقة
4054,يوسف ذهب للمطبخ ذهب عمر إلى المطبخ.,أين عمر؟?,qa1,ar,مطبخ
4055,ذهبت ليلى إلى المطبخ. ذهبت مريم إلى الردهة. سافر يوسف إلى المكتب. عاد عمر إلى المكتب. عاد عمر إلى المطبخ. سافر عمر إلى الحديقة. سافر يوسف إلى الردهة. عاد يوسف إلى المكتب. ذهبت مريم إلى غرفة النوم. سافرت مريم إلى الردهة.,أين مريم؟?,qa1,ar,المدخل
4056,انتقل يوسف إلى المطبخ. سافرت ليلى إلى الحديقة. عادت ليلى إلى الحمام. عادت ليلى إلى غرفة النوم. سافرت ليلى إلى المكتب. سافرت ليلى إلى الردهة. عاد عمر إلى الردهة. ذهب عمر إلى الحديقة.,أين ليلى؟?,qa1,ar,المدخل
4057,انتقلت ليلى إلى المكتب. عاد يوسف إلى الحديقة. ذهبت مريم إلى المكتب. ذهب عمر إلى غرفة النوم. سافرت ليلى إلى الحديقة. ذهب عمر إلى الردهة. سافر يوسف إلى غرفة النوم. ذهب يوسف إلى الردهة.,أين يوسف؟?,qa1,ar,المدخل
4058,سافرت مريم إلى الحمام. سافرت ليلى إلى الردهة. ذهبت مريم إلى المطبخ. انتقل عمر إلى المكتب. ذهب عمر إلى غرفة النوم. سافرت مريم إلى غرفة النوم. انتقلت ليلى إلى المكتب. عادت ليلى إلى الحمام. عاد يوسف إلى الحمام. انتقل يوسف إلى المكتب.,أين مريم؟?,qa1,ar,غرفة نوم
4059,سافر يوسف إلى الحديقة. سافر يوسف إلى الحمام. عاد عمر إلى الحديقة. ذهب عمر إلى المطبخ. سافرت ليلى إلى المطبخ. انتقلت ليلى إلى الردهة. سافرت ليلى إلى غرفة النوم. عاد يوسف إلى المكتب.,أين ليلى؟?,qa1,ar,غرفة نوم
4060,عاد عمر إلى غرفة النوم. ذهبت ليلى إلى الحديقة.,أين عمر؟?,qa1,ar,غرفة نوم
4061,عاد عمر إلى غرفة النوم. ذهبت ليلى إلى الحديقة. انتقلت ليلى إلى المطبخ. سافر يوسف إلى الردهة. انتقل عمر إلى المطبخ. ذهب يوسف إلى المطبخ.,أين ليلى؟?,qa1,ar,مطبخ
4062,سافر يوسف إلى الردهة. سافر يوسف إلى الحمام. انتقلت ليلى إلى المطبخ. ذهب يوسف إلى غرفة النوم. ذهب عمر إلى الردهة. ذهب يوسف إلى الحمام. انتقل عمر إلى غرفة النوم. ذهبت مريم إلى الحمام.,أين عمر؟?,qa1,ar,غرفة نوم
4063,عادت ليلى إلى الحمام. سافرت ليلى إلى المكتب. سافرت مريم إلى الردهة. ذهب عمر إلى المكتب . سافرت مريم إلى الحديقة. سافر يوسف إلى المكتب. انتقلت ليلى إلى المطبخ. انتقل يوسف إلى الحديقة.,أين يوسف؟?,qa1,ar,حديقة
4064,ذهبت مريم إلى الحمام. عادت ليلى إلى الحمام.,أين ليلى؟?,qa1,ar,حمام
4065,عادت ليلى إلى غرفة النوم. سافرت مريم إلى الحديقة. ذهب يوسف إلى المطبخ. ذهبت ليلى إلى المكتب. انتقل يوسف إلى الردهة. عادت ليلى إلى الحديقة. عاد يوسف إلى المطبخ. ذهب عمر إلى غرفة النوم.,أين ليلى؟?,qa1,ar,حديقة
4066,عاد عمر إلى المكتب. انتقلت ليلى إلى الحمام.,أين عمر؟?,qa1,ar,مكتب
4067,سافر يوسف إلى الحديقة. سافر يوسف إلى الحمام. انتقلت مريم إلى المطبخ. عادت مريم إلى غرفة النوم. ذهب يوسف إلى الردهة. يوسف ذهب للمطبخ,أين مريم؟?,qa1,ar,غرفة نوم
4068,ذهب يوسف إلى الحديقة . سافرت ليلى إلى الحديقة. سافر يوسف إلى غرفة النوم. سافر يوسف إلى المكتب.,أين ليلى؟?,qa1,ar,حديقة
4069,ذهب يوسف إلى الحديقة . سافرت ليلى إلى الحديقة. سافر يوسف إلى غرفة النوم. سافر يوسف إلى المكتب. عاد يوسف إلى المطبخ. سافرت مريم إلى الردهة. ذهب عمر إلى الردهة. سافر يوسف إلى الحديقة. ذهب عمر إلى المكتب. ذهبت ليلى إلى الحمام.,أين ليلى؟?,qa1,ar,حمام
4070,سافر عمر إلى الحديقة. انتقل يوسف إلى الحديقة. انتقلت ليلى إلى غرفة النوم. عاد يوسف إلى المكتب. عاد يوسف إلى غرفة النوم. عاد عمر إلى غرفة النوم. ذهب يوسف إلى المكتب . ذهبت ليلى إلى الحديقة.,أين يوسف؟?,qa1,ar,مكتب
4071,ذهب عمر إلى الحديقة. ذهب عمر إلى الحمام. سافرت مريم إلى الحديقة. عادت ليلى إلى الحديقة. عادت مريم إلى غرفة النوم. عاد عمر إلى المطبخ.,أين عمر؟?,qa1,ar,مطبخ
4072,عاد عمر إلى المكتب. ذهب يوسف إلى غرفة النوم.,أين يوسف؟?,qa1,ar,غرفة نوم
4073,سافرت ليلى إلى الردهة. عاد يوسف إلى الحديقة. ذهب عمر إلى المكتب. ذهبت مريم إلى الحمام. يوسف ذهب للمطبخ سافرت مريم إلى المكتب.,أين عمر؟?,qa1,ar,مكتب
4074,سافرت ليلى إلى غرفة النوم. سافرت ليلى إلى الحديقة. انتقلت ليلى إلى الردهة. سافرت ليلى إلى الحمام. ذهبت مريم إلى الحمام. انتقل يوسف إلى المكتب.,أين ليلى؟?,qa1,ar,حمام
4075,انتقلت مريم إلى الردهة. ذهب عمر إلى الردهة. عاد يوسف إلى الردهة. ذهب يوسف إلى المكتب . انتقل يوسف إلى المطبخ. سافر يوسف إلى الحمام. سافرت ليلى إلى الحديقة. ذهبت ليلى إلى الحمام. انتقل عمر إلى الحمام. ذهب يوسف إلى المكتب .,أين يوسف؟?,qa1,ar,مكتب
4076,ذهب يوسف إلى غرفة النوم. سافرت ليلى إلى الحديقة. عاد عمر إلى الردهة. ذهبت مريم إلى الردهة. ذهب عمر إلى المطبخ. ذهب عمر إلى المكتب . ذهب عمر إلى غرفة النوم. ذهبت ليلى إلى المكتب.,أين مريم؟?,qa1,ar,المدخل
4077,ذهبت ليلى إلى الحديقة. سافر يوسف إلى المكتب. عادت ليلى إلى الردهة. عادت مريم إلى المكتب.,أين يوسف؟?,qa1,ar,مكتب
4078,انتقل يوسف إلى الحمام. سافر يوسف إلى الحديقة. سافرت ليلى إلى الردهة. انتقل عمر إلى المطبخ. سافرت ليلى إلى المكتب. انتقلت مريم إلى الحمام. عاد عمر إلى الردهة. ذهبت مريم إلى المطبخ.,أين ليلى؟?,qa1,ar,مكتب
4079,ذهب عمر إلى غرفة النوم. عادت ليلى إلى المكتب. سافر عمر إلى الحديقة. عاد يوسف إلى الحمام.,أين يوسف؟?,qa1,ar,حمام
4080,ذهب عمر إلى غرفة النوم. عادت ليلى إلى المكتب. سافر عمر إلى الحديقة. عاد يوسف إلى الحمام. سافرت مريم إلى المطبخ. ذهب يوسف إلى الردهة.,أين يوسف؟?,qa1,ar,المدخل
4081,ذهبت ليلى إلى غرفة النوم. سافرت ليلى إلى المكتب. عاد عمر إلى الحديقة. سافرت مريم إلى غرفة النوم. سافر يوسف إلى الحديقة. عاد عمر إلى الردهة. عادت مريم إلى الحديقة. ذهبت مريم إلى غرفة النوم. عادت ليلى إلى المطبخ. ذهبت ليلى إلى الحديقة.,أين عمر؟?,qa1,ar,المدخل
4082,عادت ليلى إلى المكتب. انتقل يوسف إلى الحمام. ذهبت ليلى إلى غرفة النوم. ذهبت مريم إلى الحمام. ذهب يوسف إلى غرفة النوم. انتقل عمر إلى المكتب. ذهبت مريم إلى الحديقة. انتقل عمر إلى الحديقة. ذهب عمر إلى الردهة. ذهبت مريم إلى المطبخ.,أين عمر؟?,qa1,ar,المدخل
4083,سافرت ليلى إلى المطبخ. ذهب عمر إلى الحمام. ذهب يوسف إلى الردهة. ذهبت ليلى إلى غرفة النوم.,أين عمر؟?,qa1,ar,حمام
4084,ذهبت مريم إلى الحديقة. ذهب عمر إلى المطبخ. انتقل يوسف إلى المطبخ. سافر يوسف إلى الحمام.,أين يوسف؟?,qa1,ar,حمام
4085,ذهبت ليلى إلى الردهة. انتقل عمر إلى الحديقة. عاد عمر إلى الحمام. ذهبت مريم إلى غرفة النوم.,أين عمر؟?,qa1,ar,حمام
4086,سافرت مريم إلى الحديقة. عاد يوسف إلى الحديقة.,أين يوسف؟?,qa1,ar,حديقة
4087,سافرت مريم إلى الحديقة. عاد يوسف إلى الحديقة. انتقلت مريم إلى المكتب. انتقل يوسف إلى غرفة النوم.,أين يوسف؟?,qa1,ar,غرفة نوم
4088,ذهب عمر إلى غرفة النوم. ذهب عمر إلى المكتب. ذهب عمر إلى الحمام. ذهبت مريم إلى المكتب.,أين مريم؟?,qa1,ar,مكتب
4089,ذهبت مريم إلى الحديقة. سافرت ليلى إلى الحديقة. ذهبت مريم إلى الحمام. ذهب عمر إلى المكتب .,أين ليلى؟?,qa1,ar,حديقة
4090,ذهبت ليلى إلى غرفة النوم. سافر يوسف إلى المكتب. سافر يوسف إلى غرفة النوم. عادت ليلى إلى المطبخ. عادت ليلى إلى الحديقة. عاد يوسف إلى المكتب. ذهب عمر إلى الردهة. ذهب عمر إلى الحمام . ذهب عمر إلى المطبخ. سافر عمر إلى الحديقة.,أين يوسف؟?,qa1,ar,مكتب
4091,ذهب عمر إلى غرفة النوم. ذهبت ليلى إلى المطبخ. ذهب عمر إلى الحمام . ذهب عمر إلى الردهة. ذهب عمر إلى الحمام. ذهبت ليلى إلى الحديقة. انتقلت مريم إلى الحمام. ذهب عمر إلى غرفة النوم.,أين عمر؟?,qa1,ar,غرفة نوم
4092,ذهبت مريم إلى غرفة النوم. انتقل يوسف إلى الحمام. عادت ليلى إلى المكتب. سافر يوسف إلى الحديقة. ذهبت ليلى إلى المطبخ. ذهب يوسف إلى الردهة.,أين يوسف؟?,qa1,ar,المدخل
4093,عاد يوسف إلى غرفة النوم. سافر يوسف إلى الحديقة. ذهب عمر إلى الحمام. عادت ليلى إلى المطبخ. ذهب عمر إلى المطبخ. ذهبت ليلى إلى الردهة.,أين عمر؟?,qa1,ar,مطبخ
4094,سافر يوسف إلى الحديقة. عاد يوسف إلى غرفة النوم. عاد عمر إلى المكتب. ذهب عمر إلى غرفة النوم.,أين عمر؟?,qa1,ar,غرفة نوم
4095,انتقلت ليلى إلى المطبخ. سافر يوسف إلى المكتب. عادت ليلى إلى الحديقة. ذهب يوسف إلى الحديقة . سافر عمر إلى الحديقة. انتقلت ليلى إلى الردهة.,أين ليلى؟?,qa1,ar,المدخل
4096,عادت ليلى إلى الحمام. سافرت ليلى إلى الحديقة.,أين ليلى؟?,qa1,ar,حديقة
4097,عاد يوسف إلى المطبخ. ذهب يوسف إلى غرفة النوم.,أين يوسف؟?,qa1,ar,غرفة نوم
4098,ذهب عمر إلى غرفة النوم. ذهبت ليلى إلى الحمام. ذهب يوسف إلى المكتب . انتقلت ليلى إلى غرفة النوم.,أين يوسف؟?,qa1,ar,مكتب
4099,سافرت ليلى إلى الحديقة. سافر يوسف إلى المطبخ. ذهبت مريم إلى الحمام. سافرت مريم إلى غرفة النوم.,أين ليلى؟?,qa1,ar,حديقة
4100,ذهبت مريم إلى الحمام. ذهبت ليلى إلى الحديقة. عاد عمر إلى الحديقة. ذهب عمر إلى المكتب . أمسكت ليلى بالحليب هناك. وضعت ليلى الحليب هناك. ذهب عمر إلى الردهة. حصلت ليلى على الحليب هناك. ذهب عمر إلى الحديقة. ذهب عمر إلى المطبخ. ذهب عمر إلى غرفة النوم. سافرت مريم إلى الحديقة. أخذ عمر كرة القدم هناك. انتقلت مريم إلى المكتب. سافرت ليلى إلى غرفة النوم. عمر أسقط الكرة. وتركت ليلى الحليب هناك. أمسك عمر بالكرة هناك. أمسكت ليلى بالحليب هناك. ذهب عمر إلى المطبخ .,أين كرة القدم؟?,qa2,ar,مطبخ
4101,ذهب عمر إلى المكتب. يوسف أخذ الكرة هناك. يوسف تخلص من الكرة. سافر يوسف إلى الحديقة. سافر عمر إلى الحديقة. ذهبت ليلى إلى الحديقة. ذهب عمر إلى المطبخ. انتقل عمر إلى المكتب. أمسكت مريم بالحليب هناك. ذهب عمر إلى غرفة النوم. سافر يوسف إلى المكتب. ذهب عمر إلى الحمام. سافر يوسف إلى المطبخ. سافرت مريم إلى الحديقة. أسقطت مريم الحليب. عاد يوسف إلى الحديقة. حصلت ليلى على الحليب هناك. وضعت ليلى الحليب. عادت مريم إلى الحمام. سافرت مريم إلى غرفة النوم.,أين هو الحليب؟?,qa2,ar,حديقة
4102,انتقلت مريم إلى المطبخ. سافرت مريم إلى المكتب. أمسك عمر بالكرة هناك. انتقلت مريم إلى الردهة. انتقلت ليلى إلى غرفة النوم. عادت مريم إلى غرفة النوم. يوسف أمسك الحليب هناك. يوسف أنزل الحليب . ذهب عمر إلى الحمام. ذهبت ليلى إلى الحمام. يوسف حصل على الحليب هناك. أخذت مريم التفاحة هناك. تركت مريم التفاحة. ذهب يوسف إلى غرفة النوم.,أين التفاحة؟?,qa2,ar,غرفة نوم
4103,انتقلت مريم إلى المطبخ. سافرت مريم إلى المكتب. أمسك عمر بالكرة هناك. انتقلت مريم إلى الردهة. انتقلت ليلى إلى غرفة النوم. عادت مريم إلى غرفة النوم. يوسف أمسك الحليب هناك. يوسف أنزل الحليب . ذهب عمر إلى الحمام. ذهبت ليلى إلى الحمام. يوسف حصل على الحليب هناك. أخذت مريم التفاحة هناك. تركت مريم التفاحة. ذهب يوسف إلى غرفة النوم. سافرت مريم إلى المكتب. وضع عمر الكرة جانباً.,أين التفاحة؟?,qa2,ar,غرفة نوم
4104,ذهب عمر إلى المكتب. عاد عمر إلى غرفة النوم. عادت مريم إلى المطبخ. حصلت مريم على كرة القدم هناك. ذهب عمر إلى الردهة. ذهب يوسف إلى غرفة النوم. حصل عمر على التفاحة هناك. سافرت ليلى إلى الحديقة. سافر عمر إلى الحديقة. عمر أسقط التفاحة. مريم تركت الكورة. ذهبت مريم إلى غرفة النوم. انتقل يوسف إلى الردهة. عاد يوسف إلى غرفة النوم. حصلت ليلى على التفاحة هناك. يوسف ذهب للمطبخ ذهبت مريم إلى الحمام. سافرت مريم إلى الحديقة. عادت ليلى إلى المطبخ. وضعت ليلى التفاحة هناك. عادت مريم إلى غرفة النوم. عادت مريم إلى المطبخ.,أين التفاحة؟?,qa2,ar,مطبخ
4105,أخذ عمر الحليب هناك. سافر يوسف إلى الحديقة. عاد عمر إلى الردهة. ذهب عمر إلى الحمام. أسقط عمر الحليب. أخذ عمر الحليب هناك. أمسك يوسف بالتفاحة هناك. ذهبت ليلى إلى المطبخ. ذهب يوسف إلى الردهة. عادت ليلى إلى الحديقة.,أين التفاحة؟?,qa2,ar,المدخل
