,passage,question,question_type,input_lang,target
3025,梨花回到走廊。明浩去了走廊。简行去洗手间。丽华搬到了厨房。美英向厨房走去。梨花朝花园走去。明浩回到卧室。简回到走廊。,丽华在哪里？?,qa1,zh,花园
3026,丽华回到办公室。明浩去了卧室。,明浩在哪里？?,qa1,zh,卧室
3027,美英一路前往办公室。美英去了卫生间。明浩搬到了卧室。明浩去了花园。梨花朝走廊走去。美英去了办公室。,梅英在哪里？?,qa1,zh,办公室
3028,美英一路前往办公室。美英去了卫生间。明浩搬到了卧室。明浩去了花园。梨花朝走廊走去。美英去了办公室。明浩又回到了卫生间。梨花走到厨房。,梅英在哪里？?,qa1,zh,办公室
3029,美英去了花园。明浩去了花园。,梅英在哪里？?,qa1,zh,花园
3030,美英去了花园。明浩去了花园。美英向厨房走去。简走向走廊。,明浩在哪里？?,qa1,zh,花园
3031,美英去了卫生间。梨花向卫生间走去。美英回到厨房。明浩又回到了走廊。,丽华在哪里？?,qa1,zh,浴室
3032,简游至花园。丽华回到办公室。,丽华在哪里？?,qa1,zh,办公室
3033,美英搬到了花园里。健去了花园。美英去了卫生间。美英去了厨房。,梅英在哪里？?,qa1,zh,厨房
3034,明浩去了卧室。美英走向卫生间。简回到卧室。美英走到厨房。美英回到办公室。美英搬到了花园里。明浩去了厨房。简行去洗手间。,梅英在哪里？?,qa1,zh,花园
3035,明浩向走廊走去。美英去了厨房。,梅英在哪里？?,qa1,zh,厨房
3036,丽华搬到了卫生间。梨花往走廊走去。明浩去了卧室。梨花朝花园走去。健前往办公室。明浩前往办公室。梨花去了卧室。美英回到厨房。,梅英在哪里？?,qa1,zh,厨房
3037,美英走到卧室。简游至花园。梨花往走廊走去。梨花回到卧室。,健在哪里？?,qa1,zh,花园
3038,美英走到卧室。简游至花园。梨花往走廊走去。梨花回到卧室。美英去了厨房。美英向花园走去。,梅英在哪里？?,qa1,zh,花园
3039,丽华前往办公室。梨花朝卧室走去。美英去了花园。美英搬到了厨房。美英去了卫生间。明浩搬到了办公室。简回到办公室。健去了花园。,梅英在哪里？?,qa1,zh,浴室
3040,简行进了卧室。丽华去了卫生间。梨花朝卧室走去。美英走到走廊。明浩又回到了走廊。美英一路前往办公室。,丽华在哪里？?,qa1,zh,卧室
3041,美英向厨房走去。明浩走向卫生间。,梅英在哪里？?,qa1,zh,厨房
3042,美英向厨房走去。明浩走向卫生间。梨花去了花园。丽华前往办公室。,丽华在哪里？?,qa1,zh,办公室
3043,明浩去了花园。丽华去了厨房。简行进了卧室。明浩向走廊走去。丽华搬到了卫生间。简游至花园。美英回到走廊。梨花行至卧室。,丽华在哪里？?,qa1,zh,卧室
3044,明浩回到厨房。明浩搬到了办公室。明浩回到卧室。坚迁至花园。明浩前往办公室。梨花朝花园走去。,明浩在哪里？?,qa1,zh,办公室
3045,美英搬到了花园里。简去了卧室。简走向卫生间。健去了花园。简走向卧室。美英去了办公室。美英去了卫生间。美英搬到了厨房。美英去了卧室。美英去了办公室。,梅英在哪里？?,qa1,zh,办公室
3046,梨花走到走廊。明浩向卧室走去。简又回到了花园。美英向卫生间走去。简去了厨房。美英向花园走去。美英走到走廊上。简又回到了花园。美英去了卫生间。丽华去了办公室。,梅英在哪里？?,qa1,zh,浴室
3047,简前往厨房。美英走向卫生间。明浩搬到了厨房。美英搬到了厨房。明浩去了走廊。简去了办公室。美英回到花园。美英去了卧室。简去了卧室。简走向浴室。,梅英在哪里？?,qa1,zh,卧室
3048,简去了办公室。美英去了厨房。简回到厨房。梨花搬到了花园里。丽华去了厨房。美英搬到了卧室。美英走到走廊上。简回到走廊。美英走到卧室。明浩搬到了办公室。,明浩在哪里？?,qa1,zh,办公室
3049,美英回到卧室。坚迁至花园。,梅英在哪里？?,qa1,zh,卧室
3050,美英回到卧室。坚迁至花园。明浩向走廊走去。美英走到走廊。,明浩在哪里？?,qa1,zh,门厅
3051,明浩去了花园。美英朝卧室走去。明浩前往办公室。明浩去了卫生间。,梅英在哪里？?,qa1,zh,卧室
3052,丽华向厨房走去。美英回到花园。明浩搬到了厨房。明浩去了卧室。梨花搬到了花园里。梨花走向卫生间。明浩去了办公室。美英去了卧室。丽华搬到了厨房。简回到办公室。,健在哪里？?,qa1,zh,办公室
3053,美英回到卧室。丽华搬到了厨房。丽华搬到办公室。明浩前往办公室。明浩走到走廊。简回到走廊。丽华搬到了卫生间。美英朝走廊走去。健去了花园。明浩去了厨房。,健在哪里？?,qa1,zh,花园
3054,简去了厨房。明浩去了厨房。,明浩在哪里？?,qa1,zh,厨房
3055,美英去了厨房。梨花往走廊走去。简前往办公室。明浩回到办公室。明浩回到厨房。明浩去了花园。简走到走廊上。简回到办公室。梨花去了卧室。梨花走到走廊。,丽华在哪里？?,qa1,zh,门厅
3056,简搬到了厨房。美英游至花园。美英回到卫生间。美英回到卧室。美英一路前往办公室。美英走到走廊。明浩又回到了走廊。明浩去了花园。,梅英在哪里？?,qa1,zh,门厅
3057,美英搬到了办公室。简又回到了花园。丽华去了办公室。明浩去了卧室。美英游至花园。明浩走到走廊。简行进了卧室。简走到走廊上。,健在哪里？?,qa1,zh,门厅
3058,梨花走向卫生间。美英朝走廊走去。丽华去了厨房。明浩搬到了办公室。明浩向卧室走去。梨花行至卧室。美英搬到了办公室。美英回到卫生间。简回到浴室。健搬到了办公室。,丽华在哪里？?,qa1,zh,卧室
3059,健行至花园。简行去洗手间。明浩又回到了花园。明浩向厨房走去。美英走到厨房。美英走到走廊上。美英走到卧室。简回到办公室。,梅英在哪里？?,qa1,zh,卧室
3060,明浩回到卧室。美英去了花园。,明浩在哪里？?,qa1,zh,卧室
3061,明浩回到卧室。美英去了花园。美英搬到了厨房。简走到走廊上。明浩搬到了厨房。简走向厨房。,梅英在哪里？?,qa1,zh,厨房
3062,简走到走廊上。简行去洗手间。美英搬到了厨房。简走向卧室。明浩向走廊走去。简走向浴室。明浩搬到了卧室。丽华去了卫生间。,明浩在哪里？?,qa1,zh,卧室
3063,美英回到卫生间。美英一路前往办公室。梨花走到走廊。明浩去了办公室。梨花朝花园走去。健前往办公室。美英搬到了厨房。坚迁至花园。,健在哪里？?,qa1,zh,花园
3064,丽华去了卫生间。美英回到卫生间。,梅英在哪里？?,qa1,zh,浴室
3065,美英回到卧室。梨花朝花园走去。简走向厨房。美英去了办公室。简走向走廊。美英回到花园。简回到厨房。明浩向卧室走去。,梅英在哪里？?,qa1,zh,花园
3066,明浩回到办公室。美英走向卫生间。,明浩在哪里？?,qa1,zh,办公室
3067,健行至花园。简行去洗手间。丽华搬到了厨房。梨花回到卧室。简走到走廊上。简去了厨房。,丽华在哪里？?,qa1,zh,卧室
3068,健去了花园。美英游至花园。简行进了卧室。健前往办公室。,梅英在哪里？?,qa1,zh,花园
3069,健去了花园。美英游至花园。简行进了卧室。健前往办公室。简回到厨房。梨花走到走廊。明浩走到走廊。简游至花园。明浩前往办公室。美英去了卫生间。,梅英在哪里？?,qa1,zh,浴室
3070,明浩向花园走去。坚迁至花园。美英搬到了卧室。简回到办公室。简回到卧室。明浩回到卧室。简去了办公室。美英去了花园。,健在哪里？?,qa1,zh,办公室
3071,明浩去了花园。明浩走向卫生间。梨花朝花园走去。美英回到花园。梨花回到卧室。明浩回到厨房。,明浩在哪里？?,qa1,zh,厨房
3072,明浩回到办公室。简去了卧室。,健在哪里？?,qa1,zh,卧室
3073,美英朝走廊走去。简又回到了花园。明浩前往办公室。梨花向卫生间走去。简去了厨房。丽华前往办公室。,明浩在哪里？?,qa1,zh,办公室
3074,美英走到卧室。美英向花园走去。美英走到走廊上。美英去了卫生间。丽华去了卫生间。健搬到了办公室。,梅英在哪里？?,qa1,zh,浴室
3075,丽华走到走廊上。明浩走到走廊。简回到走廊。简去了办公室。简搬到了厨房。简行去洗手间。美英游至花园。美英去了卫生间。明浩移步去卫生间。简去了办公室。,健在哪里？?,qa1,zh,办公室
3076,简走向卧室。美英向花园走去。明浩又回到了走廊。梨花往走廊走去。明浩去了厨房。明浩去了办公室。明浩去了卧室。美英去了办公室。,丽华在哪里？?,qa1,zh,门厅
3077,美英去了花园。健前往办公室。美英回到走廊。丽华回到办公室。,健在哪里？?,qa1,zh,办公室
3078,简走向卫生间。简游至花园。美英走到走廊。明浩搬到了厨房。美英一路前往办公室。丽华搬到了卫生间。明浩又回到了走廊。丽华向厨房走去。,梅英在哪里？?,qa1,zh,办公室
3079,明浩向卧室走去。美英回到办公室。明浩去了花园。简回到浴室。,健在哪里？?,qa1,zh,浴室
3080,明浩向卧室走去。美英回到办公室。明浩去了花园。简回到浴室。梨花走到厨房。简走到走廊上。,健在哪里？?,qa1,zh,门厅
3081,美英去了卧室。美英前往办公室。明浩又回到了花园。梨花行至卧室。健行至花园。明浩又回到了走廊。梨花回到花园。梨花朝卧室走去。美英回到厨房。美英去了花园。,明浩在哪里？?,qa1,zh,门厅
3082,美英回到办公室。简走向卫生间。美英朝卧室走去。梨花向卫生间走去。简走向卧室。明浩搬到了办公室。梨花去了花园。明浩搬到了花园里。明浩走到走廊。丽华向厨房走去。,明浩在哪里？?,qa1,zh,门厅
3083,美英走到厨房。明浩去了卫生间。简走到走廊上。美英朝卧室走去。,明浩在哪里？?,qa1,zh,浴室
3084,梨花去了花园。明浩向厨房走去。简搬到了厨房。简行去洗手间。,健在哪里？?,qa1,zh,浴室
3085,美英去了走廊。明浩搬到了花园里。明浩又回到了卫生间。梨花去了卧室。,明浩在哪里？?,qa1,zh,浴室
3086,梨花朝花园走去。简又回到了花园。,健在哪里？?,qa1,zh,花园
3087,梨花朝花园走去。简又回到了花园。丽华搬到办公室。简搬到了卧室。,健在哪里？?,qa1,zh,卧室
3088,明浩去了卧室。明浩前往办公室。明浩去了卫生间。丽华去了办公室。,丽华在哪里？?,qa1,zh,办公室
3089,梨花去了花园。美英向花园走去。梨花向卫生间走去。明浩去了办公室。,梅英在哪里？?,qa1,zh,花园
3090,美英去了卧室。健前往办公室。简行进了卧室。美英回到厨房。美英回到花园。简回到办公室。明浩去了走廊。明浩去了卫生间。明浩去了厨房。明浩去了花园。,健在哪里？?,qa1,zh,办公室
3091,明浩向卧室走去。美英向厨房走去。明浩去了卫生间。明浩去了走廊。明浩去了卫生间。美英去了花园。丽华搬到了卫生间。明浩去了卧室。,明浩在哪里？?,qa1,zh,卧室
3092,梨花去了卧室。简走向卫生间。美英回到办公室。简游至花园。美英向厨房走去。简走向走廊。,健在哪里？?,qa1,zh,门厅
3093,简回到卧室。健行至花园。明浩走向卫生间。美英回到厨房。明浩去了厨房。美英去了走廊。,明浩在哪里？?,qa1,zh,厨房
3094,健行至花园。简回到卧室。明浩回到办公室。明浩去了卧室。,明浩在哪里？?,qa1,zh,卧室
3095,美英搬到了厨房。健前往办公室。美英回到花园。健去了花园。明浩去了花园。美英走到走廊上。,梅英在哪里？?,qa1,zh,门厅
3096,美英回到卫生间。美英游至花园。,梅英在哪里？?,qa1,zh,花园
3097,简回到厨房。简走向卧室。,健在哪里？?,qa1,zh,卧室
3098,明浩向卧室走去。美英向卫生间走去。简去了办公室。美英搬到了卧室。,健在哪里？?,qa1,zh,办公室
3099,美英游至花园。简前往厨房。丽华去了卫生间。梨花行至卧室。,梅英在哪里？?,qa1,zh,花园
3100,梨花向卫生间走去。美英去了花园。明浩又回到了花园。明浩去了办公室。美英抓起那里的牛奶。美英把牛奶放在那里。明浩去了走廊。美英在那里买了牛奶。明浩去了花园。明浩向厨房走去。明浩向卧室走去。梨花朝花园走去。明浩拿着足球去了。丽华搬到办公室。美英走到卧室。明浩把足球掉了。美英把牛奶留在那里。明浩抓住了那里的足球。美英抓起那里的牛奶。明浩去了厨房。,足球在哪里？?,qa2,zh,厨房
3101,明浩前往办公室。简把足球带到了那里。健把足球扔掉了。简游至花园。明浩去了花园。美英去了花园。明浩去了厨房。明浩搬到了办公室。梨花抓起那里的牛奶。明浩向卧室走去。健前往办公室。明浩去了卫生间。简前往厨房。梨花游至花园。丽花把牛奶掉了。简又回到了花园。美英在那里买了牛奶。美英放下牛奶。梨花回到卫生间。梨花行至卧室。,牛奶在哪里？?,qa2,zh,花园
3102,丽华搬到了厨房。丽华前往办公室。明浩抓住了那里的足球。丽华走到走廊上。美英搬到了卧室。梨花回到卧室。简抓起那里的牛奶。健放下牛奶。明浩走向卫生间。美英向卫生间走去。简在那里买了牛奶。梨花把苹果带到了那里。梨花留下了苹果。简走向卧室。,苹果在哪里？?,qa2,zh,卧室
3103,丽华搬到了厨房。丽华前往办公室。明浩抓住了那里的足球。丽华走到走廊上。美英搬到了卧室。梨花回到卧室。简抓起那里的牛奶。健放下牛奶。明浩走向卫生间。美英向卫生间走去。简在那里买了牛奶。梨花把苹果带到了那里。梨花留下了苹果。简走向卧室。丽华前往办公室。明浩放下了足球。,苹果在哪里？?,qa2,zh,卧室
3104,明浩前往办公室。明浩回到卧室。梨花回到厨房。丽华在那里拿到了足球。明浩走到走廊。简走向卧室。明浩在那里拿到了苹果。美英游至花园。明浩去了花园。明浩把苹果掉了下来。丽华离开了足球。梨花朝卧室走去。简走向走廊。简回到卧室。美英在那里拿到了苹果。简去了厨房。丽华去了卫生间。梨花朝花园走去。美英回到厨房。美英把苹果放在那里。梨花回到卧室。梨花回到厨房。,苹果在哪里？?,qa2,zh,厨房
3105,明浩把牛奶拿过去了。健行至花园。明浩又回到了走廊。明浩走向卫生间。明浩把牛奶掉了。明浩把牛奶拿过去了。健抓起那里的苹果。美英向厨房走去。简走到走廊上。美英回到花园。,苹果在哪里？?,qa2,zh,门厅
3106,简去了卫生间。明浩去了厨房。简走向厨房。明浩向走廊走去。美英走到厨房。丽华搬到办公室。明浩回到办公室。美英回到卫生间。简抓起那里的牛奶。健抓起那里的苹果。美英一路前往办公室。梨花往走廊走去。简去了卫生间。健把苹果扔掉了。健放下牛奶。健拿起了那里的苹果。明浩又回到了卫生间。简把牛奶带到了那里。明浩去了花园。美英向卫生间走去。简前往厨房。丽华回到办公室。,牛奶在哪里？?,qa2,zh,厨房
3107,明浩搬到了办公室。明浩去了卧室。简把牛奶带到了那里。简游至花园。,牛奶在哪里？?,qa2,zh,花园
3108,明浩向走廊走去。明浩向花园走去。梨花回到厨房。明浩回到办公室。梨花向卫生间走去。简走向走廊。明浩抓住了那里的足球。明浩去了厨房。明浩扔掉了足球。简去了卫生间。明浩拿着足球去了。简前往厨房。丽华前往办公室。简走到走廊上。简回到办公室。明浩向卧室走去。明浩那里有牛奶。明浩把牛奶倒掉了。美英去了卫生间。梨花回到卧室。,牛奶在哪里？?,qa2,zh,卧室
3109,简走到走廊上。简回到浴室。简抓起那里的牛奶。美英回到办公室。美英向厨房走去。美英在那里拿到了苹果。美英把苹果掉在那里了。健把牛奶掉了。梨花回到花园。美英朝走廊走去。美英在那里拿到了足球。丽华搬到了厨房。,牛奶在哪里？?,qa2,zh,浴室
3110,梨花去了花园。健在那里接了牛奶。梨花朝卧室走去。美英回到走廊。健把牛奶倒掉了。简走向卧室。简在那里拿到了足球。简走向卫生间。美英去了办公室。明浩又回到了走廊。健放下了足球。丽华向厨房走去。丽花在那里接了牛奶。丽华走到走廊上。,足球在哪里？?,qa2,zh,浴室
3111,美英把足球带到了那里。梨花走到厨房。简去了办公室。明浩去了卧室。明浩走向卫生间。梨花回到卧室。美英走到厨房。丽华去了卫生间。美英回到卫生间。美英把足球扔掉了。梨花朝卧室走去。美英捡起了那里的足球。梨花抓起那里的牛奶。丽花把牛奶倒掉了。,牛奶在哪里？?,qa2,zh,卧室
3112,美英把足球带到了那里。梨花走到厨房。简去了办公室。明浩去了卧室。明浩走向卫生间。梨花回到卧室。美英走到厨房。丽华去了卫生间。美英回到卫生间。美英把足球扔掉了。梨花朝卧室走去。美英捡起了那里的足球。梨花抓起那里的牛奶。丽花把牛奶倒掉了。明浩搬到了卧室。丽花在那里接了牛奶。梨花在那里得到了苹果。美英回到厨房。梨花把苹果扔在那里。明浩把苹果拿过去了。丽花把牛奶放在那里。明浩去了卫生间。梨花朝走廊走去。明浩去了厨房。明浩又回到了卫生间。明浩把苹果掉了下来。,苹果在哪里？?,qa2,zh,浴室
3113,明浩在那里拿到了苹果。明浩把苹果掉了下来。丽华搬到了卧室。明浩向走廊走去。梨花走到走廊。美英搬到了卧室。梨花回到卫生间。明浩搬到了厨房。丽华去了厨房。明浩搬到了办公室。丽华在那里捡起了足球。丽华放下了足球。健前往办公室。明浩去了卫生间。丽华在那里拿到了足球。丽华把足球扔掉了。,足球在哪里？?,qa2,zh,厨房
3114,明浩去了花园。美英回到卧室。简行进了卧室。美英抓起那里的苹果。明浩去了厨房。美英留下了苹果。,苹果在哪里？?,qa2,zh,卧室
3115,简搬到了卧室。美英一路前往办公室。美英搬到了厨房。明浩去了卧室。简回到办公室。梨花游至花园。美英走到走廊上。美英去了花园。简回到厨房。明浩去了办公室。美英走到走廊上。明浩拿起了那里的苹果。梨花去了卧室。明浩又回到了花园。明浩留下了苹果。明浩抓起那里的苹果。美英把足球带到了那里。明浩扔掉了苹果。丽华向厨房走去。美英向厨房走去。,苹果在哪里？?,qa2,zh,花园
3116,简搬到了卧室。美英一路前往办公室。美英搬到了厨房。明浩去了卧室。简回到办公室。梨花游至花园。美英走到走廊上。美英去了花园。简回到厨房。明浩去了办公室。美英走到走廊上。明浩拿起了那里的苹果。梨花去了卧室。明浩又回到了花园。明浩留下了苹果。明浩抓起那里的苹果。美英把足球带到了那里。明浩扔掉了苹果。丽华向厨房走去。美英向厨房走去。明浩去了卧室。美英去了卧室。明浩又回到了走廊。简走到走廊上。简去了办公室。简搬到了厨房。美英把足球掉了。明浩去了花园。,足球在哪里？?,qa2,zh,卧室
3117,简回到卧室。简走向厨房。简把牛奶带到了那里。美英把足球带到了那里。明浩走到走廊。明浩拿起了那里的苹果。梨花行至卧室。明浩向卧室走去。,苹果在哪里？?,qa2,zh,卧室
3118,美英把牛奶拿过去了。美英向花园走去。,牛奶在哪里？?,qa2,zh,花园
3119,美英把牛奶拿过去了。美英向花园走去。美英把牛奶掉在那里了。美英向卫生间走去。简游至花园。简去了厨房。,牛奶在哪里？?,qa2,zh,花园
3120,美英向卫生间走去。梨花把苹果带到了那里。美英回到厨房。丽华回到办公室。美英把牛奶拿过去了。梨花把苹果扔掉了。,苹果在哪里？?,qa2,zh,办公室
3121,梨花行至卧室。明浩抓起那里的苹果。明浩去了花园。健前往办公室。明浩留下了苹果。简走到走廊上。美英去了办公室。明浩向走廊走去。明浩去了厨房。简走向厨房。丽华搬到办公室。梨花回到花园。丽华搬到办公室。简回到浴室。健前往办公室。明浩又回到了花园。简前往厨房。梨花去了卧室。明浩移步去卫生间。明浩捡起了那里的足球。美英走到走廊。明浩接了那里的牛奶。明浩把牛奶掉了。明浩把牛奶拿过去了。明浩搬到了卧室。美英去了花园。美英走到厨房。美英前往办公室。,牛奶在哪里？?,qa2,zh,卧室
3122,丽华走到走廊上。丽华向厨房走去。美英搬到了办公室。明浩前往办公室。梨花行至卧室。梨花回到花园。美英搬到了厨房。明浩回到卧室。丽华去了办公室。梨花搬到了花园里。简走向走廊。简行进了卧室。健搬到了办公室。明浩走向卫生间。美英去那里接​​了牛奶。美英搬到了办公室。简行进了卧室。简行去洗手间。美英回到花园。简走到走廊上。美英放下牛奶。丽花在那里接了牛奶。简回到厨房。健去了花园。丽花放下牛奶。美英去那里接​​了牛奶。美英回到走廊。简走向走廊。简搬到了卧室。美英回到花园。,牛奶在哪里？?,qa2,zh,花园
3123,美英向花园走去。明浩在那里拿到了足球。梨花回到厨房。美英回到走廊。明浩把足球放在那里。明浩向厨房走去。美英搬到了花园里。丽华回到办公室。丽华搬到了厨房。简行去洗手间。丽华搬到办公室。梨花在那里得到了苹果。明浩搬到了办公室。明浩那里有牛奶。梨花回到花园。明浩留下了牛奶。健前往办公室。梨花放下了苹果。明浩去了卫生间。简在那里买了牛奶。简行去洗手间。健把牛奶掉在那里了。美英拿起那里的苹果。明浩搬到了办公室。,牛奶在哪里？?,qa2,zh,浴室
3124,明浩去了办公室。丽华把足球带到了那里。美英向花园走去。美英去了卧室。健把苹果带到了那里。健放下了苹果。丽华放下了足球。健把苹果带到了那里。梨花回到卧室。健放下了苹果。丽华向厨房走去。明浩搬到了花园里。美英搬到了厨房。明浩接了那里的牛奶。简走到走廊上。简走向卧室。美英拿起那里的苹果。梨花行至卧室。梨花回到卫生间。美英一路前往办公室。简回到厨房。坚迁至花园。美英留下了苹果。美英把苹果拿过去。美英放下苹果。简回到浴室。美英游至花园。明浩去了卫生间。,苹果在哪里？?,qa2,zh,办公室
3125,丽华抓住了那里的足球。美英前往办公室。美英拿起那里的苹果。美英朝卧室走去。美英向厨房走去。梨花游至花园。简走向卫生间。明浩去了卫生间。丽华离开了足球。明浩把牛奶拿过去了。,足球在哪里？?,qa2,zh,花园
3126,丽华抓住了那里的足球。美英前往办公室。美英拿起那里的苹果。美英朝卧室走去。美英向厨房走去。梨花游至花园。简走向卫生间。明浩去了卫生间。丽华离开了足球。明浩把牛奶拿过去了。丽华在那里捡起了足球。健去了花园。丽华把足球放在那里。明浩把牛奶放在那里。明浩抓起那里的牛奶。明浩去了厨房。,足球在哪里？?,qa2,zh,花园
3127,明浩拿起了那里的苹果。明浩把苹果掉了下来。简搬到了卧室。健抓起那里的苹果。明浩去了走廊。美英一把抓住了那里的足球。美英回到厨房。健留下了苹果。,苹果在哪里？?,qa2,zh,卧室
3128,美英走到走廊上。梨花把苹果带到了那里。坚迁至花园。简搬到了卧室。明浩搬到了厨房。健去了花园。梨花把苹果放在那里。梨花捡起了那里的苹果。丽华走到走廊上。明浩前往办公室。,苹果在哪里？?,qa2,zh,门厅
3129,明浩抓起那里的苹果。明浩又回到了卫生间。健行至花园。明浩又回到了走廊。丽华搬到了卧室。明浩留下了苹果。美英把足球带到了那里。美英把足球扔在那里。,苹果在哪里？?,qa2,zh,门厅
3130,明浩抓起那里的苹果。明浩又回到了卫生间。健行至花园。明浩又回到了走廊。丽华搬到了卧室。明浩留下了苹果。美英把足球带到了那里。美英把足球扔在那里。美英把足球带到了那里。简前往厨房。,苹果在哪里？?,qa2,zh,门厅
3131,美英回到厨房。健在那里接了牛奶。健留下了牛奶。美英去了花园。丽华去了卫生间。明浩向花园走去。美英把足球带到了那里。明浩搬到了厨房。简把牛奶带到了那里。健把牛奶放在那里。简去了卫生间。美英放下了足球。,足球在哪里？?,qa2,zh,花园
3132,美英回到厨房。健在那里接了牛奶。健留下了牛奶。美英去了花园。丽华去了卫生间。明浩向花园走去。美英把足球带到了那里。明浩搬到了厨房。简把牛奶带到了那里。健把牛奶放在那里。简去了卫生间。美英放下了足球。明浩向卧室走去。美英去了卫生间。简前往办公室。健抓起那里的苹果。简行去洗手间。健把苹果留在那里。明浩去了卫生间。明浩抓起那里的苹果。美英走到走廊上。明浩向走廊走去。,苹果在哪里？?,qa2,zh,门厅
3133,健前往办公室。明浩又回到了花园。简回到厨房。明浩又回到了走廊。美英朝卧室走去。明浩搬到了卧室。简抓住了那里的足球。明浩向花园走去。健放下了足球。健把苹果带到了那里。简前往办公室。梨花朝走廊走去。丽华向厨房走去。健在那里接了牛奶。丽华在那里拿到了足球。美英朝走廊走去。丽华离开了足球。健留下了苹果。,足球在哪里？?,qa2,zh,厨房
3134,美英走到走廊上。健前往办公室。美英把牛奶拿过去了。美英放下牛奶。梨花去了卧室。美英回到厨房。丽华去了厨房。美英在那里拿到了苹果。,牛奶在哪里？?,qa2,zh,门厅
3135,美英走到走廊上。健前往办公室。美英把牛奶拿过去了。美英放下牛奶。梨花去了卧室。美英回到厨房。丽华去了厨房。美英在那里拿到了苹果。美英把苹果掉了下来。明浩回到办公室。,苹果在哪里？?,qa2,zh,厨房
