,passage,question,question_type,input_lang,target
16,Dương đi vào phòng ngủ. Lan đi vào bếp. Dương chuyển vào bếp. Minh quay lại phòng ngủ. Dương đi vào phòng ngủ. Dương đi vào bếp. Lan quay lại phòng tắm. Lan đi vào bếp.,Lan ở đâu?,qa1,vi,phòng bếp
17,Dương đi vào bếp. Dương đi đến văn phòng.,Dương đâu?,qa1,vi,văn phòng
18,Lan đi ra hành lang. Mai quay lại hành lang. Mai chuyển đến văn phòng. Lan đi vào bếp.,Lan ở đâu?,qa1,vi,phòng bếp
19,Minh đi đến cơ quan. Mai đi thăm vườn. Dương đi vào bếp. Mai quay lại phòng ngủ. Mai đi đến văn phòng. Minh đi vào phòng tắm. Mai đi vào phòng tắm. Minh đi vào bếp. Minh quay lại phòng tắm. Minh quay lại phòng ngủ.,Minh ở đâu?,qa1,vi,phòng ngủ
20,Mai di chuyển ra hành lang. Dương đi đến văn phòng. Minh quay lại hành lang. Minh chuyển đến văn phòng. Lan đi vào bếp. Mai chuyển vào phòng ngủ. Minh quay lại bếp. Lan đi vào phòng ngủ. Lan đi ra hành lang. Dương đi vào phòng ngủ.,Lan ở đâu?,qa1,vi,hành lang
21,Mai đi vào phòng ngủ. Minh quay lại hành lang.,Mai ở đâu?,qa1,vi,phòng ngủ
22,Mai đi vào phòng tắm. Dương quay lại hành lang. Lan quay lại văn phòng. Lan quay lại hành lang. Minh quay lại phòng tắm. Dương đi vào bếp. Minh chuyển vào bếp. Dương đi vào phòng ngủ. Lan đi vào bếp. Minh chuyển vào phòng ngủ.,Minh ở đâu?,qa1,vi,phòng ngủ
23,Dương đi ra vườn. Mai chuyển vào phòng ngủ. Dương đi vào phòng tắm. Lan đi vào phòng tắm.,Mai ở đâu?,qa1,vi,phòng ngủ
24,Dương đi ra vườn. Mai chuyển vào phòng ngủ. Dương đi vào phòng tắm. Lan đi vào phòng tắm. Dương đi ra hành lang. Lan đi vào bếp.,Mai ở đâu?,qa1,vi,phòng ngủ
25,Mai quay lại hành lang. Dương đi ra hành lang. Minh đi vào phòng tắm. Mai chuyển vào bếp. Lan đi vào bếp. Mai đi ra vườn. Dương quay lại phòng ngủ. Minh quay lại hành lang.,Mai ở đâu?,qa1,vi,vườn
26,Mai quay lại văn phòng. Dương đi vào phòng ngủ.,Dương đâu?,qa1,vi,phòng ngủ
27,Lan đi đến văn phòng. Lan đi vào phòng tắm. Dương chuyển vào phòng ngủ. Dương đi ra vườn. Mai đi ra hành lang. Lan đi đến văn phòng.,Lan ở đâu?,qa1,vi,văn phòng
28,Lan đi đến văn phòng. Lan đi vào phòng tắm. Dương chuyển vào phòng ngủ. Dương đi ra vườn. Mai đi ra hành lang. Lan đi đến văn phòng. Dương quay lại phòng tắm. Mai đi vào bếp.,Lan ở đâu?,qa1,vi,văn phòng
29,Lan đi ra vườn. Dương đi ra vườn.,Lan ở đâu?,qa1,vi,vườn
30,Lan đi ra vườn. Dương đi ra vườn. Lan đi vào bếp. Minh đi ra hành lang.,Dương đâu?,qa1,vi,vườn
31,Lan đi vào phòng tắm. Mai đi vào phòng tắm. Lan quay lại bếp. Dương quay lại hành lang.,Mai ở đâu?,qa1,vi,phòng tắm
32,Minh đi ra vườn. Mai quay lại văn phòng.,Mai ở đâu?,qa1,vi,văn phòng
33,Lan chuyển ra vườn. Minh đi ra vườn. Lan đi vào phòng tắm. Lan đi vào bếp.,Lan ở đâu?,qa1,vi,phòng bếp
34,Dương đi vào phòng ngủ. Lan đi vào phòng tắm. Minh quay lại phòng ngủ. Lan đi vào bếp. Lan quay lại văn phòng. Lan chuyển ra vườn. Dương đi vào bếp. Minh đi vào phòng tắm.,Lan ở đâu?,qa1,vi,vườn
35,Dương đi ra hành lang. Lan đi vào bếp.,Lan ở đâu?,qa1,vi,phòng bếp
36,Mai đi vào phòng tắm. Mai đi ra hành lang. Dương đi vào phòng ngủ. Mai đi ra vườn. Minh đi đến văn phòng. Dương đi đến văn phòng. Mai đi vào phòng ngủ. Lan quay lại bếp.,Lan ở đâu?,qa1,vi,phòng bếp
37,Lan đi vào phòng ngủ. Minh đi ra vườn. Mai đi ra hành lang. Mai quay lại phòng ngủ.,Minh ở đâu?,qa1,vi,vườn
38,Lan đi vào phòng ngủ. Minh đi ra vườn. Mai đi ra hành lang. Mai quay lại phòng ngủ. Lan đi vào bếp. Lan đi ra vườn.,Lan ở đâu?,qa1,vi,vườn
39,Mai đi đến văn phòng. Mai đi vào phòng ngủ. Lan đi ra vườn. Lan di chuyển vào bếp. Lan đi vào phòng tắm. Dương chuyển đến văn phòng. Minh quay lại văn phòng. Minh đi ra vườn.,Lan ở đâu?,qa1,vi,phòng tắm
40,Minh đi vào phòng ngủ. Mai đi vào phòng tắm. Mai đi vào phòng ngủ. Lan đi ra hành lang. Dương quay lại hành lang. Lan đi đến văn phòng.,Mai ở đâu?,qa1,vi,phòng ngủ
41,Lan đi vào bếp. Dương đi vào phòng tắm.,Lan ở đâu?,qa1,vi,phòng bếp
42,Lan đi vào bếp. Dương đi vào phòng tắm. Mai đi ra vườn. Mai đi đến văn phòng.,Mai ở đâu?,qa1,vi,văn phòng
43,Dương đi ra vườn. Mai đi vào bếp. Minh đi vào phòng ngủ. Dương đi ra hành lang. Mai đi vào phòng tắm. Minh đi ra vườn. Lan quay lại hành lang. Mai đi vào phòng ngủ.,Mai ở đâu?,qa1,vi,phòng ngủ
44,Dương quay lại bếp. Dương chuyển đến văn phòng. Dương quay lại phòng ngủ. Minh chuyển đến khu vườn. Dương đi đến văn phòng. Mai đi ra vườn.,Dương đâu?,qa1,vi,văn phòng
45,Lan chuyển ra vườn. Minh đi vào phòng ngủ. Minh đi vào phòng tắm. Minh đi ra vườn. Minh đi vào phòng ngủ. Lan đi đến văn phòng. Lan đi vào phòng tắm. Lan di chuyển vào bếp. Lan đi vào phòng ngủ. Lan đi đến văn phòng.,Lan ở đâu?,qa1,vi,văn phòng
46,Mai đi ra hành lang. Dương đi vào phòng ngủ. Minh quay lại vườn. Lan đi vào phòng tắm. Minh đi vào bếp. Lan đi ra vườn. Lan di chuyển ra hành lang. Minh quay lại vườn. Lan đi vào phòng tắm. Mai đi đến văn phòng.,Lan ở đâu?,qa1,vi,phòng tắm
47,Minh đi vào bếp. Lan đi vào phòng tắm. Dương chuyển vào bếp. Lan di chuyển vào bếp. Dương đi ra hành lang. Minh đi đến cơ quan. Lan quay lại vườn. Lan đi vào phòng ngủ. Minh đi vào phòng ngủ. Minh đi vào phòng tắm.,Lan ở đâu?,qa1,vi,phòng ngủ
48,Minh đi đến cơ quan. Lan đi vào bếp. Minh quay lại bếp. Mai chuyển ra vườn. Mai đi vào bếp. Lan chuyển vào phòng ngủ. Lan di chuyển ra hành lang. Minh quay lại hành lang. Lan đi vào phòng ngủ. Dương chuyển đến văn phòng.,Dương đâu?,qa1,vi,văn phòng
49,Lan quay lại phòng ngủ. Minh chuyển đến khu vườn.,Lan ở đâu?,qa1,vi,phòng ngủ
50,Lan quay lại phòng ngủ. Minh chuyển đến khu vườn. Dương đi ra hành lang. Lan đi ra hành lang.,Dương đâu?,qa1,vi,hành lang
51,Dương đi ra vườn. Lan đi vào phòng ngủ. Dương đi đến văn phòng. Dương đi vào phòng tắm.,Lan ở đâu?,qa1,vi,phòng ngủ
52,Mai đi vào bếp. Lan quay lại vườn. Dương chuyển vào bếp. Dương đi vào phòng ngủ. Mai chuyển ra vườn. Mai đi vào phòng tắm. Dương đi đến văn phòng. Lan đi vào phòng ngủ. Mai chuyển vào bếp. Minh quay lại văn phòng.,Minh ở đâu?,qa1,vi,văn phòng
53,Lan quay lại phòng ngủ. Mai chuyển vào bếp. Mai chuyển đến văn phòng. Dương đi đến văn phòng. Dương đi ra hành lang. Minh quay lại hành lang. Mai đi vào phòng tắm. Lan đi ra hành lang. Minh đi ra vườn. Dương đi vào bếp.,Minh ở đâu?,qa1,vi,vườn
54,Minh đi vào bếp. Dương đi vào bếp.,Dương đâu?,qa1,vi,phòng bếp
55,Lan đi vào bếp. Mai đi ra hành lang. Minh đi đến văn phòng. Dương quay lại văn phòng. Dương quay lại bếp. Dương đi ra vườn. Minh đi đến hành lang. Minh quay lại văn phòng. Mai đi vào phòng ngủ. Mai đi ra hành lang.,Mai ở đâu?,qa1,vi,hành lang
56,Minh chuyển vào bếp. Lan đi ra vườn. Lan quay lại phòng tắm. Lan quay lại phòng ngủ. Lan đi đến văn phòng. Lan đi ra hành lang. Dương quay lại hành lang. Dương đi ra vườn.,Lan ở đâu?,qa1,vi,hành lang
57,Lan chuyển đến văn phòng. Minh quay lại vườn. Mai đi đến văn phòng. Dương đi vào phòng ngủ. Lan đi ra vườn. Dương đi ra hành lang. Minh đi vào phòng ngủ. Minh đi ra hành lang.,Minh ở đâu?,qa1,vi,hành lang
58,Mai đi vào phòng tắm. Lan đi ra hành lang. Mai đi vào bếp. Dương chuyển đến văn phòng. Dương đi vào phòng ngủ. Mai đi vào phòng ngủ. Lan chuyển đến văn phòng. Lan quay lại phòng tắm. Minh quay lại phòng tắm. Minh chuyển đến văn phòng.,Mai ở đâu?,qa1,vi,phòng ngủ
59,Minh đi ra vườn. Minh đi vào phòng tắm. Dương quay lại vườn. Dương đi vào bếp. Lan đi vào bếp. Lan di chuyển ra hành lang. Lan đi vào phòng ngủ. Minh quay lại văn phòng.,Lan ở đâu?,qa1,vi,phòng ngủ
60,Dương quay lại phòng ngủ. Lan đi ra vườn.,Dương đâu?,qa1,vi,phòng ngủ
61,Dương quay lại phòng ngủ. Lan đi ra vườn. Lan di chuyển vào bếp. Minh đi đến hành lang. Dương chuyển vào bếp. Minh đi vào bếp.,Lan ở đâu?,qa1,vi,phòng bếp
62,Minh đi đến hành lang. Minh đi vào phòng tắm. Lan di chuyển vào bếp. Minh đi vào phòng ngủ. Dương đi ra hành lang. Minh đi vào phòng tắm. Dương chuyển vào phòng ngủ. Mai đi vào phòng tắm.,Dương đâu?,qa1,vi,phòng ngủ
63,Lan quay lại phòng tắm. Lan đi đến văn phòng. Mai đi ra hành lang. Dương đi đến văn phòng. Mai đi ra vườn. Minh đi đến văn phòng. Lan di chuyển vào bếp. Minh chuyển đến khu vườn.,Minh ở đâu?,qa1,vi,vườn
64,Mai đi vào phòng tắm. Lan quay lại phòng tắm.,Lan ở đâu?,qa1,vi,phòng tắm
65,Lan quay lại phòng ngủ. Mai đi ra vườn. Minh đi vào bếp. Lan đi đến văn phòng. Minh di chuyển ra hành lang. Lan quay lại vườn. Minh quay lại bếp. Dương đi vào phòng ngủ.,Lan ở đâu?,qa1,vi,vườn
66,Dương quay lại văn phòng. Lan đi vào phòng tắm.,Dương đâu?,qa1,vi,văn phòng
67,Minh đi ra vườn. Minh đi vào phòng tắm. Mai chuyển vào bếp. Mai quay lại phòng ngủ. Minh đi ra hành lang. Minh đi vào bếp.,Mai ở đâu?,qa1,vi,phòng ngủ
68,Minh đi ra vườn. Lan đi ra vườn. Minh đi vào phòng ngủ. Minh đi đến văn phòng.,Lan ở đâu?,qa1,vi,vườn
69,Minh đi ra vườn. Lan đi ra vườn. Minh đi vào phòng ngủ. Minh đi đến văn phòng. Minh quay lại bếp. Mai đi ra hành lang. Dương đi ra hành lang. Minh đi ra vườn. Dương đi đến văn phòng. Lan đi vào phòng tắm.,Lan ở đâu?,qa1,vi,phòng tắm
70,Dương đi ra vườn. Minh chuyển đến khu vườn. Lan chuyển vào phòng ngủ. Minh quay lại văn phòng. Minh quay lại phòng ngủ. Dương quay lại phòng ngủ. Minh đi đến cơ quan. Lan đi ra vườn.,Minh ở đâu?,qa1,vi,văn phòng
71,Dương đi ra vườn. Dương đi vào phòng tắm. Mai đi ra vườn. Lan quay lại vườn. Mai quay lại phòng ngủ. Dương quay lại bếp.,Dương đâu?,qa1,vi,phòng bếp
72,Dương quay lại văn phòng. Minh đi vào phòng ngủ.,Minh ở đâu?,qa1,vi,phòng ngủ
73,Lan đi ra hành lang. Minh quay lại vườn. Dương đi đến văn phòng. Mai đi vào phòng tắm. Minh đi vào bếp. Mai đi đến văn phòng.,Dương đâu?,qa1,vi,văn phòng
74,Lan đi vào phòng ngủ. Lan đi ra vườn. Lan di chuyển ra hành lang. Lan đi vào phòng tắm. Mai đi vào phòng tắm. Minh chuyển đến văn phòng.,Lan ở đâu?,qa1,vi,phòng tắm
75,Mai di chuyển ra hành lang. Dương đi ra hành lang. Minh quay lại hành lang. Minh đi đến cơ quan. Minh chuyển vào bếp. Minh đi vào phòng tắm. Lan đi ra vườn. Lan đi vào phòng tắm. Dương đi vào phòng tắm. Minh đi đến cơ quan.,Minh ở đâu?,qa1,vi,văn phòng
76,Minh đi vào phòng ngủ. Lan đi ra vườn. Dương quay lại hành lang. Mai đi ra hành lang. Dương đi vào bếp. Dương đi đến văn phòng. Dương đi vào phòng ngủ. Lan đi đến văn phòng.,Mai ở đâu?,qa1,vi,hành lang
77,Lan đi ra vườn. Minh đi đến văn phòng. Lan quay lại hành lang. Mai quay lại văn phòng.,Minh ở đâu?,qa1,vi,văn phòng
78,Minh đi vào phòng tắm. Minh đi ra vườn. Lan đi ra hành lang. Dương chuyển vào bếp. Lan đi đến văn phòng. Mai đi vào phòng tắm. Dương quay lại hành lang. Mai đi vào bếp.,Lan ở đâu?,qa1,vi,văn phòng
79,Dương đi vào phòng ngủ. Lan quay lại văn phòng. Dương đi ra vườn. Minh quay lại phòng tắm.,Minh ở đâu?,qa1,vi,phòng tắm
80,Dương đi vào phòng ngủ. Lan quay lại văn phòng. Dương đi ra vườn. Minh quay lại phòng tắm. Mai đi vào bếp. Minh đi ra hành lang.,Minh ở đâu?,qa1,vi,hành lang
81,Lan đi vào phòng ngủ. Lan đi đến văn phòng. Dương quay lại vườn. Mai đi vào phòng ngủ. Minh đi ra vườn. Dương quay lại hành lang. Mai quay lại vườn. Mai đi vào phòng ngủ. Lan quay lại bếp. Lan đi ra vườn.,Dương đâu?,qa1,vi,hành lang
82,Lan quay lại văn phòng. Minh đi vào phòng tắm. Lan đi vào phòng ngủ. Mai đi vào phòng tắm. Minh đi vào phòng ngủ. Dương chuyển đến văn phòng. Mai đi ra vườn. Dương chuyển ra vườn. Dương đi ra hành lang. Mai đi vào bếp.,Dương đâu?,qa1,vi,hành lang
83,Lan đi vào bếp. Dương đi vào phòng tắm. Minh đi ra hành lang. Lan đi vào phòng ngủ.,Dương đâu?,qa1,vi,phòng tắm
84,Mai đi ra vườn. Dương đi vào bếp. Minh chuyển vào bếp. Minh đi vào phòng tắm.,Minh ở đâu?,qa1,vi,phòng tắm
85,Lan đi ra hành lang. Dương chuyển ra vườn. Dương quay lại phòng tắm. Mai đi vào phòng ngủ.,Dương đâu?,qa1,vi,phòng tắm
86,Mai đi ra vườn. Minh quay lại vườn.,Minh ở đâu?,qa1,vi,vườn
87,Mai đi ra vườn. Minh quay lại vườn. Mai chuyển đến văn phòng. Minh chuyển vào phòng ngủ.,Minh ở đâu?,qa1,vi,phòng ngủ
88,Dương đi vào phòng ngủ. Dương đi đến văn phòng. Dương đi vào phòng tắm. Mai đi đến văn phòng.,Mai ở đâu?,qa1,vi,văn phòng
89,Mai đi ra vườn. Lan đi ra vườn. Mai đi vào phòng tắm. Dương đi đến văn phòng.,Lan ở đâu?,qa1,vi,vườn
90,Lan đi vào phòng ngủ. Minh đi đến văn phòng. Minh đi vào phòng ngủ. Lan quay lại bếp. Lan quay lại vườn. Minh quay lại văn phòng. Dương đi ra hành lang. Dương đi vào phòng tắm. Dương đi vào bếp. Dương đi ra vườn.,Minh ở đâu?,qa1,vi,văn phòng
91,Dương đi vào phòng ngủ. Lan đi vào bếp. Dương đi vào phòng tắm. Dương đi ra hành lang. Dương đi vào phòng tắm. Lan đi ra vườn. Mai đi vào phòng tắm. Dương đi vào phòng ngủ.,Dương đâu?,qa1,vi,phòng ngủ
92,Mai đi vào phòng ngủ. Minh đi vào phòng tắm. Lan quay lại văn phòng. Minh đi ra vườn. Lan đi vào bếp. Minh đi ra hành lang.,Minh ở đâu?,qa1,vi,hành lang
93,Minh quay lại phòng ngủ. Minh đi ra vườn. Dương đi vào phòng tắm. Lan quay lại bếp. Dương đi vào bếp. Lan đi ra hành lang.,Dương đâu?,qa1,vi,phòng bếp
94,Minh đi ra vườn. Minh quay lại phòng ngủ. Dương quay lại văn phòng. Dương đi vào phòng ngủ.,Dương đâu?,qa1,vi,phòng ngủ
95,Lan di chuyển vào bếp. Minh đi đến văn phòng. Lan quay lại vườn. Minh đi ra vườn. Dương đi ra vườn. Lan di chuyển ra hành lang.,Lan ở đâu?,qa1,vi,hành lang
96,Lan quay lại phòng tắm. Lan đi ra vườn.,Lan ở đâu?,qa1,vi,vườn
97,Minh quay lại bếp. Minh đi vào phòng ngủ.,Minh ở đâu?,qa1,vi,phòng ngủ
98,Dương đi vào phòng ngủ. Lan đi vào phòng tắm. Minh đi đến cơ quan. Lan chuyển vào phòng ngủ.,Minh ở đâu?,qa1,vi,văn phòng
99,Lan đi ra vườn. Minh đi vào bếp. Mai đi vào phòng tắm. Mai đi vào phòng ngủ.,Lan ở đâu?,qa1,vi,vườn
100,Mai đi vào phòng tắm. Lan đi ra vườn. Dương quay lại vườn. Dương đi đến văn phòng. Lan lấy sữa ở đó. Lan đặt sữa xuống đó. Dương đi ra hành lang. Lan lấy sữa ở đó. Dương đi ra vườn. Dương đi vào bếp. Dương đi vào phòng ngủ. Mai đi ra vườn. Dương đã chơi bóng ở đó. Mai chuyển đến văn phòng. Lan đi vào phòng ngủ. Dương đánh rơi quả bóng. Lan để sữa ở đó. Dương chộp lấy quả bóng ở đó. Lan lấy sữa ở đó. Dương đi vào bếp.,Bóng đá ở đâu?,qa2,vi,phòng bếp
101,Dương đi đến văn phòng. Minh đã chơi bóng đá ở đó. Minh bỏ bóng đá. Minh đi ra vườn. Dương đi ra vườn. Lan đi ra vườn. Dương đi vào bếp. Dương chuyển đến văn phòng. Mai lấy sữa ở đó. Dương đi vào phòng ngủ. Minh đi đến văn phòng. Dương đi vào phòng tắm. Minh đi vào bếp. Mai đi thăm vườn. Mai làm rơi sữa. Minh quay lại vườn. Lan lấy sữa ở đó. Lan đặt sữa xuống. Mai quay lại phòng tắm. Mai đi vào phòng ngủ.,Sữa ở đâu?,qa2,vi,vườn
102,Mai chuyển vào bếp. Mai đi đến văn phòng. Dương chộp lấy quả bóng ở đó. Mai di chuyển ra hành lang. Lan chuyển vào phòng ngủ. Mai quay lại phòng ngủ. Minh lấy sữa ở đó. Minh đặt sữa xuống. Dương đi vào phòng tắm. Lan đi vào phòng tắm. Minh lấy sữa ở đó. Mai lấy quả táo ở đó. Mai bỏ quả táo. Minh đi vào phòng ngủ.,Quả táo ở đâu?,qa2,vi,phòng ngủ
103,Mai chuyển vào bếp. Mai đi đến văn phòng. Dương chộp lấy quả bóng ở đó. Mai di chuyển ra hành lang. Lan chuyển vào phòng ngủ. Mai quay lại phòng ngủ. Minh lấy sữa ở đó. Minh đặt sữa xuống. Dương đi vào phòng tắm. Lan đi vào phòng tắm. Minh lấy sữa ở đó. Mai lấy quả táo ở đó. Mai bỏ quả táo. Minh đi vào phòng ngủ. Mai đi đến văn phòng. Dương đặt quả bóng xuống.,Quả táo ở đâu?,qa2,vi,phòng ngủ
104,Dương đi đến văn phòng. Dương quay lại phòng ngủ. Mai quay lại bếp. Mai có bóng đá ở đó. Dương đi ra hành lang. Minh đi vào phòng ngủ. Dương có quả táo ở đó. Lan đi ra vườn. Dương đi ra vườn. Dương đánh rơi quả táo. Mai rời bỏ bóng đá. Mai đi vào phòng ngủ. Minh di chuyển ra hành lang. Minh quay lại phòng ngủ. Lan lấy quả táo ở đó. Minh đi vào bếp. Mai đi vào phòng tắm. Mai đi ra vườn. Lan quay lại bếp. Lan đặt quả táo xuống đó. Mai quay lại phòng ngủ. Mai quay lại bếp.,Quả táo ở đâu?,qa2,vi,phòng bếp
105,Dương lấy sữa ở đó. Minh đi ra vườn. Dương quay lại hành lang. Dương đi vào phòng tắm. Dương đánh rơi sữa. Dương lấy sữa ở đó. Minh chộp lấy quả táo ở đó. Lan đi vào bếp. Minh đi ra hành lang. Lan quay lại vườn.,Quả táo ở đâu?,qa2,vi,hành lang
106,Minh đi vệ sinh. Dương đi vào bếp. Minh đi vào bếp. Dương đi ra hành lang. Lan đi vào bếp. Mai chuyển đến văn phòng. Dương quay lại văn phòng. Lan quay lại phòng tắm. Minh lấy sữa ở đó. Minh chộp lấy quả táo ở đó. Lan đi đến văn phòng. Mai đi ra hành lang. Minh đi vệ sinh. Minh vứt quả táo đi. Minh đặt sữa xuống. Minh nhặt quả táo ở đó. Dương quay lại phòng tắm. Minh lấy sữa ở đó. Dương đi ra vườn. Lan đi vào phòng tắm. Minh đi vào bếp. Mai quay lại văn phòng.,Sữa ở đâu?,qa2,vi,phòng bếp
107,Dương chuyển đến văn phòng. Dương đi vào phòng ngủ. Minh lấy sữa ở đó. Minh đi ra vườn.,Sữa ở đâu?,qa2,vi,vườn
108,Dương đi ra hành lang. Dương đi ra vườn. Mai quay lại bếp. Dương quay lại văn phòng. Mai đi vào phòng tắm. Minh di chuyển ra hành lang. Dương chộp lấy quả bóng ở đó. Dương đi vào bếp. Dương vứt bỏ bóng đá. Minh đi vệ sinh. Dương đã chơi bóng ở đó. Minh đi vào bếp. Mai đi đến văn phòng. Minh đi đến hành lang. Minh quay lại văn phòng. Dương đi vào phòng ngủ. Dương lấy sữa ở đó. Dương vứt sữa đi. Lan đi vào phòng tắm. Mai quay lại phòng ngủ.,Sữa ở đâu?,qa2,vi,phòng ngủ
109,Minh đi ra hành lang. Minh quay lại phòng tắm. Minh lấy sữa ở đó. Lan quay lại văn phòng. Lan đi vào bếp. Lan lấy quả táo ở đó. Lan đánh rơi quả táo ở đó. Minh làm rơi sữa. Mai quay lại vườn. Lan đi ra hành lang. Lan có bóng đá ở đó. Mai chuyển vào bếp.,Sữa ở đâu?,qa2,vi,phòng tắm
110,Mai đi ra vườn. Minh nhặt sữa ở đó. Mai đi vào phòng ngủ. Lan quay lại hành lang. Minh bỏ sữa đi. Minh đi vào phòng ngủ. Minh có bóng đá ở đó. Minh đi vào phòng tắm. Lan đi đến văn phòng. Dương quay lại hành lang. Minh đặt quả bóng xuống. Mai đi vào bếp. Mai nhặt sữa ở đó. Mai di chuyển ra hành lang.,Bóng đá ở đâu?,qa2,vi,phòng tắm
111,Lan đã chơi bóng đá ở đó. Mai đi vào bếp. Minh đi đến cơ quan. Dương đi vào phòng ngủ. Dương đi vào phòng tắm. Mai quay lại phòng ngủ. Lan đi vào bếp. Mai đi vào phòng tắm. Lan quay lại phòng tắm. Lan vứt bỏ quả bóng đá. Mai đi vào phòng ngủ. Lan nhặt bóng đá ở đó. Mai lấy sữa ở đó. Mai bỏ sữa đi.,Sữa ở đâu?,qa2,vi,phòng ngủ
112,Lan đã chơi bóng đá ở đó. Mai đi vào bếp. Minh đi đến cơ quan. Dương đi vào phòng ngủ. Dương đi vào phòng tắm. Mai quay lại phòng ngủ. Lan đi vào bếp. Mai đi vào phòng tắm. Lan quay lại phòng tắm. Lan vứt bỏ quả bóng đá. Mai đi vào phòng ngủ. Lan nhặt bóng đá ở đó. Mai lấy sữa ở đó. Mai bỏ sữa đi. Dương chuyển vào phòng ngủ. Mai nhặt sữa ở đó. Mai lấy quả táo ở đó. Lan quay lại bếp. Mai vứt quả táo ở đó. Dương lấy quả táo tới đó. Mai đặt sữa xuống đó. Dương đi vào phòng tắm. Mai đi ra hành lang. Dương đi vào bếp. Dương quay lại phòng tắm. Dương đánh rơi quả táo.,Quả táo ở đâu?,qa2,vi,phòng tắm
113,Dương có quả táo ở đó. Dương đánh rơi quả táo. Mai chuyển vào phòng ngủ. Dương đi ra hành lang. Mai đi ra hành lang. Lan chuyển vào phòng ngủ. Mai quay lại phòng tắm. Dương chuyển vào bếp. Mai đi vào bếp. Dương chuyển đến văn phòng. Mai nhặt bóng đá ở đó. Mai đặt quả bóng xuống. Minh đi đến văn phòng. Dương đi vào phòng tắm. Mai có bóng đá ở đó. Mai vứt bỏ quả bóng đá.,Bóng đá ở đâu?,qa2,vi,phòng bếp
114,Dương đi ra vườn. Lan quay lại phòng ngủ. Minh đi vào phòng ngủ. Lan chộp lấy quả táo ở đó. Dương đi vào bếp. Lan để lại quả táo.,Quả táo ở đâu?,qa2,vi,phòng ngủ
