,passage,question,question_type,input_lang,target
1016,Santiago fue al dormitorio. Alejandra fue a la cocina. Santiago se dirigió a la cocina. Juan volvió al dormitorio. Santiago se dirigió al dormitorio. Santiago viajó a la cocina. Alejandra volvió al baño. Alejandra fue a la cocina.,¿Dónde está Alejandra?,qa1,es,cocina
1017,Santiago se dirigió a la cocina. Santiago se dirigió a la oficina.,¿Dónde está Santiago?,qa1,es,oficina
1018,Alejandra se dirigió al pasillo. María volvió al pasillo. María se mudó a la oficina. Alejandra se dirigió a la cocina.,¿Dónde está Alejandra?,qa1,es,cocina
1019,Juan fue a la oficina. María viajó al jardín. Santiago se dirigió a la cocina. María volvió al dormitorio. María se desplazó a la oficina. Juan viajó al baño. María fue al baño. Juan viajó a la cocina. Juan volvió al baño. Juan volvió al dormitorio.,¿Dónde está Juan?,qa1,es,dormitorio
1020,María se dirigió al pasillo. Santiago viajó a la oficina. Juan volvió al pasillo. Juan se mudó a la oficina. Alejandra se dirigió a la cocina. María pasó al dormitorio. Juan volvió a la cocina. Alejandra fue al dormitorio. Alejandra se dirigió al pasillo. Santiago fue al dormitorio.,¿Dónde está Alejandra?,qa1,es,pasillo
1021,María viajó al dormitorio. Juan volvió al pasillo.,¿Dónde está María?,qa1,es,dormitorio
1022,María viajó al baño. Santiago volvió al pasillo. Alejandra regresó a la oficina. Alejandra volvió al pasillo. Juan volvió al baño. Santiago fue a la cocina. Juan se dirigió a la cocina. Santiago fue al dormitorio. Alejandra se dirigió a la cocina. Juan se dirigió al dormitorio.,¿Dónde está Juan?,qa1,es,dormitorio
1023,Santiago fue al jardín. María pasó al dormitorio. Santiago se dirigió al baño. Alejandra se dirigió al baño.,¿Dónde está María?,qa1,es,dormitorio
1024,Santiago fue al jardín. María pasó al dormitorio. Santiago se dirigió al baño. Alejandra se dirigió al baño. Santiago se dirigió al pasillo. Alejandra se dirigió a la cocina.,¿Dónde está María?,qa1,es,dormitorio
1025,María volvió al pasillo. Santiago salió al pasillo. Juan viajó al baño. María se dirigió a la cocina. Alejandra se dirigió a la cocina. María se dirigió al jardín. Santiago volvió al dormitorio. Juan volvió al pasillo.,¿Dónde está María?,qa1,es,jardín
1026,María volvió a la oficina. Santiago fue al dormitorio.,¿Dónde está Santiago?,qa1,es,dormitorio
1027,Alejandra se dirigió a la oficina. Alejandra viajó al baño. Santiago se dirigió al dormitorio. Santiago fue al jardín. María caminó hacia el pasillo. Alejandra fue a la oficina.,¿Dónde está Alejandra?,qa1,es,oficina
1028,Alejandra se dirigió a la oficina. Alejandra viajó al baño. Santiago se dirigió al dormitorio. Santiago fue al jardín. María caminó hacia el pasillo. Alejandra fue a la oficina. Santiago volvió al baño. María viajó a la cocina.,¿Dónde está Alejandra?,qa1,es,oficina
1029,Alejandra fue al jardín. Santiago fue al jardín.,¿Dónde está Alejandra?,qa1,es,jardín
1030,Alejandra fue al jardín. Santiago fue al jardín. Alejandra se dirigió a la cocina. Juan caminó hacia el pasillo.,¿Dónde está Santiago?,qa1,es,jardín
1031,Alejandra fue al baño. María se dirigió al baño. Alejandra volvió a la cocina. Santiago volvió al pasillo.,¿Dónde está María?,qa1,es,baño
1032,Juan viajó al jardín. María volvió a la oficina.,¿Dónde está María?,qa1,es,oficina
1033,Alejandra se dirigió al jardín. Juan fue al jardín. Alejandra fue al baño. Alejandra fue a la cocina.,¿Dónde está Alejandra?,qa1,es,cocina
1034,Santiago viajó al dormitorio. Alejandra se dirigió al baño. Juan volvió al dormitorio. Alejandra viajó a la cocina. Alejandra regresó a la oficina. Alejandra se dirigió al jardín. Santiago fue a la cocina. Juan viajó al baño.,¿Dónde está Alejandra?,qa1,es,jardín
1035,Santiago caminó hacia el pasillo. Alejandra fue a la cocina.,¿Dónde está Alejandra?,qa1,es,cocina
1036,María se dirigió al baño. María salió al pasillo. Santiago viajó al dormitorio. María se dirigió al jardín. Juan viajó a la oficina. Santiago viajó a la oficina. María fue al dormitorio. Alejandra volvió a la cocina.,¿Dónde está Alejandra?,qa1,es,cocina
1037,Alejandra viajó al dormitorio. Juan viajó al jardín. María salió al pasillo. María volvió al dormitorio.,¿Dónde está Juan?,qa1,es,jardín
1038,Alejandra viajó al dormitorio. Juan viajó al jardín. María salió al pasillo. María volvió al dormitorio. Alejandra fue a la cocina. Alejandra caminó hacia el jardín.,¿Dónde está Alejandra?,qa1,es,jardín
1039,María se dirigió a la oficina. María se dirigió al dormitorio. Alejandra fue al jardín. Alejandra se dirigió a la cocina. Alejandra fue al baño. Santiago se trasladó a la oficina. Juan volvió a la oficina. Juan fue al jardín.,¿Dónde está Alejandra?,qa1,es,baño
1040,Juan viajó al dormitorio. María fue al baño. María se dirigió al dormitorio. Alejandra se dirigió al pasillo. Santiago volvió al pasillo. Alejandra se dirigió a la oficina.,¿Dónde está María?,qa1,es,dormitorio
1041,Alejandra se dirigió a la cocina. Santiago se dirigió al baño.,¿Dónde está Alejandra?,qa1,es,cocina
1042,Alejandra se dirigió a la cocina. Santiago se dirigió al baño. María fue al jardín. María se desplazó a la oficina.,¿Dónde está María?,qa1,es,oficina
1043,Santiago viajó al jardín. María fue a la cocina. Juan viajó al dormitorio. Santiago caminó hacia el pasillo. María se dirigió al baño. Juan viajó al jardín. Alejandra volvió al pasillo. María viajó al dormitorio.,¿Dónde está María?,qa1,es,dormitorio
1044,Santiago volvió a la cocina. Santiago se trasladó a la oficina. Santiago volvió al dormitorio. Juan se dirigió al jardín. Santiago viajó a la oficina. María se dirigió al jardín.,¿Dónde está Santiago?,qa1,es,oficina
1045,Alejandra se dirigió al jardín. Juan fue al dormitorio. Juan se dirigió al baño. Juan fue al jardín. Juan se dirigió al dormitorio. Alejandra fue a la oficina. Alejandra fue al baño. Alejandra se dirigió a la cocina. Alejandra fue al dormitorio. Alejandra fue a la oficina.,¿Dónde está Alejandra?,qa1,es,oficina
1046,María se dirigió al pasillo. Santiago se dirigió al dormitorio. Juan volvió al jardín. Alejandra se dirigió al baño. Juan fue a la cocina. Alejandra caminó hacia el jardín. Alejandra se dirigió al pasillo. Juan volvió al jardín. Alejandra fue al baño. María fue a la oficina.,¿Dónde está Alejandra?,qa1,es,baño
1047,Juan viajó a la cocina. Alejandra se dirigió al baño. Santiago se dirigió a la cocina. Alejandra se dirigió a la cocina. Santiago salió al pasillo. Juan fue a la oficina. Alejandra volvió al jardín. Alejandra fue al dormitorio. Juan fue al dormitorio. Juan se dirigió al baño.,¿Dónde está Alejandra?,qa1,es,dormitorio
1048,Juan fue a la oficina. Alejandra fue a la cocina. Juan volvió a la cocina. María se dirigió al jardín. María fue a la cocina. Alejandra se dirigió al dormitorio. Alejandra se dirigió al pasillo. Juan volvió al pasillo. Alejandra viajó al dormitorio. Santiago se trasladó a la oficina.,¿Dónde está Santiago?,qa1,es,oficina
1049,Alejandra volvió al dormitorio. Juan se dirigió al jardín.,¿Dónde está Alejandra?,qa1,es,dormitorio
1050,Alejandra volvió al dormitorio. Juan se dirigió al jardín. Santiago caminó hacia el pasillo. Alejandra se dirigió al pasillo.,¿Dónde está Santiago?,qa1,es,pasillo
1051,Santiago viajó al jardín. Alejandra se dirigió al dormitorio. Santiago se dirigió a la oficina. Santiago viajó al baño.,¿Dónde está Alejandra?,qa1,es,dormitorio
1052,María se dirigió a la cocina. Alejandra volvió al jardín. Santiago se dirigió a la cocina. Santiago viajó al dormitorio. María se dirigió al jardín. María viajó al baño. Santiago fue a la oficina. Alejandra fue al dormitorio. María se dirigió a la cocina. Juan volvió a la oficina.,¿Dónde está Juan?,qa1,es,oficina
1053,Alejandra volvió al dormitorio. María se dirigió a la cocina. María se mudó a la oficina. Santiago viajó a la oficina. Santiago se dirigió al pasillo. Juan volvió al pasillo. María se dirigió al baño. Alejandra caminó hacia el pasillo. Juan fue al jardín. Santiago viajó a la cocina.,¿Dónde está Juan?,qa1,es,jardín
1054,Juan fue a la cocina. Santiago viajó a la cocina.,¿Dónde está Santiago?,qa1,es,cocina
1055,Alejandra fue a la cocina. María salió al pasillo. Juan se dirigió a la oficina. Santiago regresó a la oficina. Santiago volvió a la cocina. Santiago viajó al jardín. Juan viajó hasta el pasillo. Juan volvió a la oficina. María fue al dormitorio. María se dirigió al pasillo.,¿Dónde está María?,qa1,es,pasillo
1056,Juan se dirigió a la cocina. Alejandra viajó al jardín. Alejandra volvió al baño. Alejandra volvió al dormitorio. Alejandra se dirigió a la oficina. Alejandra se dirigió al pasillo. Santiago volvió al pasillo. Santiago fue al jardín.,¿Dónde está Alejandra?,qa1,es,pasillo
1057,Alejandra se trasladó a la oficina. Juan volvió al jardín. María fue a la oficina. Santiago viajó al dormitorio. Alejandra viajó al jardín. Santiago se dirigió al pasillo. Juan viajó al dormitorio. Juan salió al pasillo.,¿Dónde está Juan?,qa1,es,pasillo
1058,María viajó al baño. Alejandra caminó hacia el pasillo. María fue a la cocina. Santiago se trasladó a la oficina. Santiago se dirigió al dormitorio. María viajó al dormitorio. Alejandra se trasladó a la oficina. Alejandra volvió al baño. Juan volvió al baño. Juan se mudó a la oficina.,¿Dónde está María?,qa1,es,dormitorio
1059,Juan caminó hacia el jardín. Juan viajó al baño. Santiago volvió al jardín. Santiago se dirigió a la cocina. Alejandra viajó a la cocina. Alejandra se dirigió al pasillo. Alejandra viajó al dormitorio. Juan volvió a la oficina.,¿Dónde está Alejandra?,qa1,es,dormitorio
1060,Santiago volvió al dormitorio. Alejandra fue al jardín.,¿Dónde está Santiago?,qa1,es,dormitorio
1061,Santiago volvió al dormitorio. Alejandra fue al jardín. Alejandra se dirigió a la cocina. Juan viajó hasta el pasillo. Santiago se dirigió a la cocina. Juan se dirigió a la cocina.,¿Dónde está Alejandra?,qa1,es,cocina
1062,Juan viajó hasta el pasillo. Juan viajó al baño. Alejandra se dirigió a la cocina. Juan se dirigió al dormitorio. Santiago caminó hacia el pasillo. Juan se dirigió al baño. Santiago se dirigió al dormitorio. María fue al baño.,¿Dónde está Santiago?,qa1,es,dormitorio
1063,Alejandra volvió al baño. Alejandra se dirigió a la oficina. María se dirigió al pasillo. Santiago fue a la oficina. María se dirigió al jardín. Juan viajó a la oficina. Alejandra se dirigió a la cocina. Juan se dirigió al jardín.,¿Dónde está Juan?,qa1,es,jardín
1064,María fue al baño. Alejandra volvió al baño.,¿Dónde está Alejandra?,qa1,es,baño
1065,Alejandra volvió al dormitorio. María se dirigió al jardín. Juan se dirigió a la cocina. Alejandra fue a la oficina. Juan se dirigió al pasillo. Alejandra volvió al jardín. Juan volvió a la cocina. Santiago se dirigió al dormitorio.,¿Dónde está Alejandra?,qa1,es,jardín
1066,Santiago regresó a la oficina. Alejandra se dirigió al baño.,¿Dónde está Santiago?,qa1,es,oficina
1067,Juan caminó hacia el jardín. Juan viajó al baño. María se dirigió a la cocina. María volvió al dormitorio. Juan salió al pasillo. Juan fue a la cocina.,¿Dónde está María?,qa1,es,dormitorio
1068,Juan fue al jardín. Alejandra viajó al jardín. Juan viajó al dormitorio. Juan viajó a la oficina.,¿Dónde está Alejandra?,qa1,es,jardín
1069,Juan fue al jardín. Alejandra viajó al jardín. Juan viajó al dormitorio. Juan viajó a la oficina. Juan volvió a la cocina. María se dirigió al pasillo. Santiago se dirigió al pasillo. Juan viajó al jardín. Santiago se dirigió a la oficina. Alejandra fue al baño.,¿Dónde está Alejandra?,qa1,es,baño
1070,Santiago caminó hacia el jardín. Juan se dirigió al jardín. Alejandra se dirigió al dormitorio. Juan volvió a la oficina. Juan volvió al dormitorio. Santiago volvió al dormitorio. Juan fue a la oficina. Alejandra fue al jardín.,¿Dónde está Juan?,qa1,es,oficina
1071,Santiago fue al jardín. Santiago se dirigió al baño. María se dirigió al jardín. Alejandra volvió al jardín. María volvió al dormitorio. Santiago volvió a la cocina.,¿Dónde está Santiago?,qa1,es,cocina
1072,Santiago regresó a la oficina. Juan fue al dormitorio.,¿Dónde está Juan?,qa1,es,dormitorio
1073,Alejandra caminó hacia el pasillo. Juan volvió al jardín. Santiago se dirigió a la oficina. María se dirigió al baño. Juan fue a la cocina. María se dirigió a la oficina.,¿Dónde está Santiago?,qa1,es,oficina
1074,Alejandra viajó al dormitorio. Alejandra caminó hacia el jardín. Alejandra se dirigió al pasillo. Alejandra viajó al baño. María fue al baño. Juan se mudó a la oficina.,¿Dónde está Alejandra?,qa1,es,baño
1075,María se dirigió al pasillo. Santiago se dirigió al pasillo. Juan volvió al pasillo. Juan fue a la oficina. Juan se dirigió a la cocina. Juan viajó al baño. Alejandra viajó al jardín. Alejandra fue al baño. Santiago se dirigió al baño. Juan fue a la oficina.,¿Dónde está Juan?,qa1,es,oficina
1076,Juan se dirigió al dormitorio. Alejandra caminó hacia el jardín. Santiago volvió al pasillo. María salió al pasillo. Santiago viajó a la cocina. Santiago fue a la oficina. Santiago viajó al dormitorio. Alejandra fue a la oficina.,¿Dónde está María?,qa1,es,pasillo
1077,Alejandra fue al jardín. Juan viajó a la oficina. Alejandra volvió al pasillo. María volvió a la oficina.,¿Dónde está Juan?,qa1,es,oficina
1078,Juan se dirigió al baño. Juan viajó al jardín. Alejandra se dirigió al pasillo. Santiago se dirigió a la cocina. Alejandra se dirigió a la oficina. María se dirigió al baño. Santiago volvió al pasillo. María se dirigió a la cocina.,¿Dónde está Alejandra?,qa1,es,oficina
1079,Santiago se dirigió al dormitorio. Alejandra regresó a la oficina. Santiago viajó al jardín. Juan volvió al baño.,¿Dónde está Juan?,qa1,es,baño
1080,Santiago se dirigió al dormitorio. Alejandra regresó a la oficina. Santiago viajó al jardín. Juan volvió al baño. María viajó a la cocina. Juan salió al pasillo.,¿Dónde está Juan?,qa1,es,pasillo
1081,Alejandra fue al dormitorio. Alejandra viajó a la oficina. Santiago volvió al jardín. María viajó al dormitorio. Juan caminó hacia el jardín. Santiago volvió al pasillo. María volvió al jardín. María se dirigió al dormitorio. Alejandra volvió a la cocina. Alejandra fue al jardín.,¿Dónde está Santiago?,qa1,es,pasillo
1082,Alejandra regresó a la oficina. Juan se dirigió al baño. Alejandra se dirigió al dormitorio. María se dirigió al baño. Juan se dirigió al dormitorio. Santiago se trasladó a la oficina. María fue al jardín. Santiago se dirigió al jardín. Santiago se dirigió al pasillo. María se dirigió a la cocina.,¿Dónde está Santiago?,qa1,es,pasillo
1083,Alejandra viajó a la cocina. Santiago viajó al baño. Juan salió al pasillo. Alejandra se dirigió al dormitorio.,¿Dónde está Santiago?,qa1,es,baño
1084,María fue al jardín. Santiago se dirigió a la cocina. Juan se dirigió a la cocina. Juan viajó al baño.,¿Dónde está Juan?,qa1,es,baño
1085,Alejandra salió al pasillo. Santiago se dirigió al jardín. Santiago volvió al baño. María fue al dormitorio.,¿Dónde está Santiago?,qa1,es,baño
1086,María se dirigió al jardín. Juan volvió al jardín.,¿Dónde está Juan?,qa1,es,jardín
1087,María se dirigió al jardín. Juan volvió al jardín. María se mudó a la oficina. Juan se dirigió al dormitorio.,¿Dónde está Juan?,qa1,es,dormitorio
1088,Santiago fue al dormitorio. Santiago se dirigió a la oficina. Santiago viajó al baño. María fue a la oficina.,¿Dónde está María?,qa1,es,oficina
1089,María fue al jardín. Alejandra caminó hacia el jardín. María se dirigió al baño. Santiago fue a la oficina.,¿Dónde está Alejandra?,qa1,es,jardín
1090,Alejandra fue al dormitorio. Juan viajó a la oficina. Juan viajó al dormitorio. Alejandra volvió a la cocina. Alejandra volvió al jardín. Juan volvió a la oficina. Santiago salió al pasillo. Santiago fue al baño. Santiago viajó a la cocina. Santiago viajó al jardín.,¿Dónde está Juan?,qa1,es,oficina
1091,Santiago se dirigió al dormitorio. Alejandra se dirigió a la cocina. Santiago fue al baño. Santiago salió al pasillo. Santiago viajó al baño. Alejandra fue al jardín. María se dirigió al baño. Santiago viajó al dormitorio.,¿Dónde está Santiago?,qa1,es,dormitorio
1092,María fue al dormitorio. Juan se dirigió al baño. Alejandra regresó a la oficina. Juan viajó al jardín. Alejandra se dirigió a la cocina. Juan caminó hacia el pasillo.,¿Dónde está Juan?,qa1,es,pasillo
1093,Juan volvió al dormitorio. Juan caminó hacia el jardín. Santiago se dirigió al baño. Alejandra volvió a la cocina. Santiago viajó a la cocina. Alejandra salió al pasillo.,¿Dónde está Santiago?,qa1,es,cocina
1094,Juan caminó hacia el jardín. Juan volvió al dormitorio. Santiago regresó a la oficina. Santiago fue al dormitorio.,¿Dónde está Santiago?,qa1,es,dormitorio
1095,Alejandra se dirigió a la cocina. Juan viajó a la oficina. Alejandra volvió al jardín. Juan fue al jardín. Santiago viajó al jardín. Alejandra se dirigió al pasillo.,¿Dónde está Alejandra?,qa1,es,pasillo
1096,Alejandra volvió al baño. Alejandra viajó al jardín.,¿Dónde está Alejandra?,qa1,es,jardín
1097,Juan volvió a la cocina. Juan se dirigió al dormitorio.,¿Dónde está Juan?,qa1,es,dormitorio
1098,Santiago se dirigió al dormitorio. Alejandra se dirigió al baño. Juan fue a la oficina. Alejandra se dirigió al dormitorio.,¿Dónde está Juan?,qa1,es,oficina
1099,Alejandra viajó al jardín. Juan viajó a la cocina. María fue al baño. María viajó al dormitorio.,¿Dónde está Alejandra?,qa1,es,jardín
1100,María se dirigió al baño. Alejandra fue al jardín. Santiago volvió al jardín. Santiago fue a la oficina. Alejandra agarró la leche allí. Alejandra dejó allí la leche. Santiago salió al pasillo. Alejandra consiguió la leche allí. Santiago fue al jardín. Santiago se dirigió a la cocina. Santiago se dirigió al dormitorio. María se dirigió al jardín. Santiago llevó el fútbol allí. María se mudó a la oficina. Alejandra viajó al dormitorio. A Santiago se le cayó el balón. Alejandra dejó la leche allí. Santiago agarró el balón allí. Alejandra agarró la leche allí. Santiago fue a la cocina.,¿Dónde está el fútbol?,qa2,es,cocina
1101,Santiago se dirigió a la oficina. Juan llevó el balón allí. Juan descartó el balón. Juan viajó al jardín. Santiago viajó al jardín. Alejandra fue al jardín. Santiago viajó a la cocina. Santiago se trasladó a la oficina. María agarró la leche allí. Santiago se dirigió al dormitorio. Juan viajó a la oficina. Santiago viajó al baño. Juan viajó a la cocina. María viajó al jardín. A María se le cayó la leche. Juan volvió al jardín. Alejandra consiguió la leche allí. Alejandra dejó la leche. María volvió al baño. María viajó al dormitorio.,¿Dónde está la leche?,qa2,es,jardín
1102,María se dirigió a la cocina. María se desplazó a la oficina. Santiago agarró el balón allí. María se dirigió al pasillo. Alejandra se dirigió al dormitorio. María volvió al dormitorio. Juan agarró la leche allí. Juan dejó la leche. Santiago se dirigió al baño. Alejandra se dirigió al baño. Juan consiguió la leche allí. María llevó allí la manzana. María dejó la manzana. Juan se dirigió al dormitorio.,¿Dónde está la manzana?,qa2,es,dormitorio
1103,María se dirigió a la cocina. María se desplazó a la oficina. Santiago agarró el balón allí. María se dirigió al pasillo. Alejandra se dirigió al dormitorio. María volvió al dormitorio. Juan agarró la leche allí. Juan dejó la leche. Santiago se dirigió al baño. Alejandra se dirigió al baño. Juan consiguió la leche allí. María llevó allí la manzana. María dejó la manzana. Juan se dirigió al dormitorio. María se desplazó a la oficina. Santiago dejó el balón.,¿Dónde está la manzana?,qa2,es,dormitorio
1104,Santiago se dirigió a la oficina. Santiago volvió al dormitorio. María volvió a la cocina. María consiguió el balón allí. Santiago se dirigió al pasillo. Juan se dirigió al dormitorio. Santiago consiguió la manzana allí. Alejandra viajó al jardín. Santiago viajó al jardín. A Santiago se le cayó la manzana. María dejó el fútbol. María se dirigió al dormitorio. Juan se dirigió al pasillo. Juan volvió al dormitorio. Alejandra consiguió la manzana allí. Juan fue a la cocina. María fue al baño. María se dirigió al jardín. Alejandra volvió a la cocina. Alejandra dejó allí la manzana. María volvió al dormitorio. María volvió a la cocina.,¿Dónde está la manzana?,qa2,es,cocina
1105,Santiago llevó la leche allí. Juan caminó hacia el jardín. Santiago volvió al pasillo. Santiago se dirigió al baño. A Santiago se le cayó la leche. Santiago llevó la leche allí. Juan agarró la manzana allí. Alejandra se dirigió a la cocina. Juan salió al pasillo. Alejandra volvió al jardín.,¿Dónde está la manzana?,qa2,es,pasillo
1106,Juan fue al baño. Santiago viajó a la cocina. Juan se dirigió a la cocina. Santiago caminó hacia el pasillo. Alejandra viajó a la cocina. María se mudó a la oficina. Santiago regresó a la oficina. Alejandra volvió al baño. Juan agarró la leche allí. Juan agarró la manzana allí. Alejandra se dirigió a la oficina. María salió al pasillo. Juan fue al baño. Juan descartó la manzana. Juan dejó la leche. Juan recogió la manzana allí. Santiago volvió al baño. Juan llevó la leche allí. Santiago viajó al jardín. Alejandra se dirigió al baño. Juan viajó a la cocina. María volvió a la oficina.,¿Dónde está la leche?,qa2,es,cocina
1107,Santiago se trasladó a la oficina. Santiago viajó al dormitorio. Juan llevó la leche allí. Juan viajó al jardín.,¿Dónde está la leche?,qa2,es,jardín
1108,Santiago caminó hacia el pasillo. Santiago caminó hacia el jardín. María volvió a la cocina. Santiago regresó a la oficina. María se dirigió al baño. Juan se dirigió al pasillo. Santiago agarró el balón allí. Santiago fue a la cocina. Santiago descartó el fútbol. Juan fue al baño. Santiago llevó el fútbol allí. Juan viajó a la cocina. María se desplazó a la oficina. Juan viajó hasta el pasillo. Juan volvió a la oficina. Santiago se dirigió al dormitorio. Santiago consiguió la leche allí. Santiago descartó la leche. Alejandra fue al baño. María volvió al dormitorio.,¿Dónde está la leche?,qa2,es,dormitorio
1109,Juan salió al pasillo. Juan volvió al baño. Juan agarró la leche allí. Alejandra regresó a la oficina. Alejandra se dirigió a la cocina. Alejandra consiguió la manzana allí. Alejandra dejó caer la manzana allí. A Juan se le cayó la leche. María volvió al jardín. Alejandra caminó hacia el pasillo. Alejandra consiguió el balón allí. María se dirigió a la cocina.,¿Dónde está la leche?,qa2,es,baño
1110,María fue al jardín. Juan recogió la leche allí. María se dirigió al dormitorio. Alejandra volvió al pasillo. Juan descartó la leche. Juan se dirigió al dormitorio. Juan consiguió el balón allí. Juan se dirigió al baño. Alejandra fue a la oficina. Santiago volvió al pasillo. Juan dejó el balón. María se dirigió a la cocina. María recogió la leche allí. María se dirigió al pasillo.,¿Dónde está el fútbol?,qa2,es,baño
1111,Alejandra llevó el balón allí. María viajó a la cocina. Juan fue a la oficina. Santiago viajó al dormitorio. Santiago se dirigió al baño. María volvió al dormitorio. Alejandra viajó a la cocina. María fue al baño. Alejandra volvió al baño. Alejandra descartó el balón. María se dirigió al dormitorio. Alejandra recogió el balón allí. María agarró la leche allí. María descartó la leche.,¿Dónde está la leche?,qa2,es,dormitorio
1112,Alejandra llevó el balón allí. María viajó a la cocina. Juan fue a la oficina. Santiago viajó al dormitorio. Santiago se dirigió al baño. María volvió al dormitorio. Alejandra viajó a la cocina. María fue al baño. Alejandra volvió al baño. Alejandra descartó el balón. María se dirigió al dormitorio. Alejandra recogió el balón allí. María agarró la leche allí. María descartó la leche. Santiago se dirigió al dormitorio. María recogió la leche allí. María consiguió la manzana allí. Alejandra volvió a la cocina. María descartó allí la manzana. Santiago llevó la manzana allí. María dejó allí la leche. Santiago viajó al baño. María caminó hacia el pasillo. Santiago fue a la cocina. Santiago volvió al baño. A Santiago se le cayó la manzana.,¿Dónde está la manzana?,qa2,es,baño
1113,Santiago consiguió la manzana allí. A Santiago se le cayó la manzana. María pasó al dormitorio. Santiago caminó hacia el pasillo. María se dirigió al pasillo. Alejandra se dirigió al dormitorio. María volvió al baño. Santiago se dirigió a la cocina. María fue a la cocina. Santiago se trasladó a la oficina. María cogió el balón allí. María dejó el balón. Juan viajó a la oficina. Santiago fue al baño. María consiguió el balón allí. María descartó el balón.,¿Dónde está el fútbol?,qa2,es,cocina
1114,Santiago viajó al jardín. Alejandra volvió al dormitorio. Juan viajó al dormitorio. Alejandra agarró allí la manzana. Santiago viajó a la cocina. Alejandra dejó la manzana.,¿Dónde está la manzana?,qa2,es,dormitorio
1115,Juan se dirigió al dormitorio. Alejandra se dirigió a la oficina. Alejandra se dirigió a la cocina. Santiago viajó al dormitorio. Juan volvió a la oficina. María viajó al jardín. Alejandra se dirigió al pasillo. Alejandra fue al jardín. Juan volvió a la cocina. Santiago fue a la oficina. Alejandra se dirigió al pasillo. Santiago recogió allí la manzana. María fue al dormitorio. Santiago volvió al jardín. Santiago dejó la manzana. Santiago agarró la manzana allí. Alejandra llevó el balón allí. Santiago descartó la manzana. María se dirigió a la cocina. Alejandra se dirigió a la cocina.,¿Dónde está la manzana?,qa2,es,jardín
